DBN,Year,Number Tested,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %
30Q227,2006,1474,7,18,52.8,22.1,75
30Q227,2007,1344,1.5,9.8,56.1,32.6,88.7
30Q227,2008,1306,1.2,6.2,53.3,39.3,92.6
30Q227,2009,1332,0.3,2.9,50.4,46.5,96.8
30Q227,2010,1311,1.4,14.5,40.7,43.5,84.1
30Q227,2011,1296,0.9,12,43.4,43.7,87
30Q230,2006,1026,10.6,27.8,47.7,13.9,61.6
30Q230,2007,941,5.8,21.1,47.4,25.6,73
30Q230,2008,935,3,16.3,50.1,30.7,80.7
30Q230,2009,929,2.4,11.9,55,30.7,85.7
30Q230,2010,922,6.3,26.5,34.5,32.8,67.2
30Q230,2011,920,3.7,26.2,42.9,27.2,70.1
30Q234,2006,293,5.1,9.9,56.3,28.7,85
30Q234,2007,321,2.5,10.6,53.6,33.3,86.9
30Q234,2008,302,4.3,9.6,55.6,30.5,86.1
30Q234,2009,319,0.9,7.2,54.5,37.3,91.8
30Q234,2010,320,0.9,27.2,36.9,35,71.9
30Q234,2011,331,1.8,27.5,48.3,22.4,70.7
30Q235,2006,222,42.8,32.9,22.5,1.8,24.3
30Q235,2007,251,33.1,41.4,21.9,3.6,25.5
30Q235,2008,156,16.7,38.5,36.5,8.3,44.9
30Q235,2009,174,13.8,27.6,54.6,4,58.6
30Q235,2010,239,31,42.7,20.1,6.3,26.4
30Q235,2011,260,21.9,42.7,25.4,10,35.4
30Q286,2007,79,0,12.7,51.9,35.4,87.3
30Q286,2008,155,0,1.9,51.6,46.5,98.1
30Q286,2009,238,0,2.1,58.8,39.1,97.9
30Q286,2010,242,0.8,16.5,44.2,38.4,82.6
30Q286,2011,252,1.2,17.9,49.2,31.7,81
30Q580,2006,171,0.6,4.1,71.3,24,95.3
30Q580,2007,161,0,9.9,67.7,22.4,90.1
30Q580,2008,146,0,6.8,41.8,51.4,93.2
30Q580,2009,140,0,0,37.9,62.1,100
30Q580,2010,148,0,2.7,43.2,54.1,97.3
30Q580,2011,151,0,0,26.5,73.5,100
31R001,2006,254,0.8,9.1,62.6,27.6,90.2
31R001,2007,251,0,10,62.9,27.1,90
31R001,2008,248,0,2,47.6,50.4,98
31R001,2009,243,0,1.2,45.7,53.1,98.8
31R001,2010,249,0,18.1,37.8,44.2,81.9
31R001,2011,261,0.8,12.6,46.4,40.2,86.6
31R002,2006,948,15.1,35.1,41.1,8.6,49.8
31R002,2007,970,13.6,31.5,43.1,11.8,54.8
31R002,2008,929,7.1,26.7,54.6,11.6,66.2
31R002,2009,945,3.8,19,62.4,14.7,77.1
31R002,2010,901,11.1,42.4,34.7,11.8,46.5
31R002,2011,928,8.9,36,38.1,16.9,55.1
31R003,2006,335,3,3,44.8,49.3,94
31R003,2007,366,0.8,5.2,44.5,49.5,94
31R003,2008,345,0.6,1.7,50.1,47.5,97.7
31R003,2009,357,0.8,3.6,46.5,49,95.5
31R003,2010,380,3.2,16.6,40.8,39.5,80.3
31R003,2011,421,1.9,13.8,49.9,34.4,84.3
31R004,2006,365,4.4,7.1,52.9,35.6,88.5
31R004,2007,356,3.7,7.6,51.1,37.6,88.8
31R004,2008,346,2,8.7,58.7,30.6,89.3
31R004,2009,365,1.1,7.7,50.7,40.5,91.2
31R004,2010,366,5.2,31.4,38.3,25.1,63.4
31R004,2011,398,6.8,22.6,53.5,17.1,70.6
31R005,2006,115,0.9,9.6,47.8,41.7,89.6
31R005,2007,126,0,3.2,50,46.8,96.8
31R005,2008,125,0,1.6,44.8,53.6,98.4
31R005,2009,117,0,0.9,47,52.1,99.1
31R005,2010,103,1,10.7,38.8,49.5,88.3
31R005,2011,105,0,11.4,50.5,38.1,88.6
31R006,2006,440,3.6,12.7,45.9,37.7,83.6
31R006,2007,446,2.9,5.4,55.6,36.1,91.7
31R006,2008,449,0.4,3.3,56.8,39.4,96.2
31R006,2009,455,0.7,3.1,48.8,47.5,96.3
31R006,2010,436,1.6,19.3,41.7,37.4,79.1
31R006,2011,423,2.1,15.1,53.2,29.6,82.7
31R007,2006,1259,6.5,21.3,55.9,16.3,72.2
31R007,2007,1209,4.5,16,54.4,25.1,79.6
31R007,2008,1167,1.7,8.1,51.8,38.4,90.1
31R007,2009,1160,0.7,5.8,49.8,43.7,93.5
31R007,2010,1149,1.9,16.5,35.6,46,81.5
31R007,2011,1172,0.9,15.5,42.9,40.6,83.5
31R008,2006,264,10.2,6.8,37.5,45.5,83
31R008,2007,257,6.2,5.8,43.6,44.4,87.9
31R008,2008,210,2.4,2.9,42.4,52.4,94.8
31R008,2009,184,0,2.2,39.7,58.2,97.8
31R008,2010,188,0.5,12.8,40.4,46.3,86.7
31R008,2011,209,0.5,6.7,47.8,45,92.8
31R011,2006,140,12.9,28.6,47.9,10.7,58.6
31R011,2007,129,7.8,27.1,58.9,6.2,65.1
31R011,2008,118,1.7,19.5,69.5,9.3,78.8
31R011,2009,126,1.6,7.9,68.3,22.2,90.5
31R011,2010,145,8.3,44.1,32.4,15.2,47.6
31R011,2011,143,8.4,42,42,7.7,49.7
31R013,2006,373,6.2,18.5,56,19.3,75.3
31R013,2007,386,2.6,13.5,56.7,27.2,83.9
31R013,2008,357,0.6,10.6,65.3,23.5,88.8
31R013,2009,377,0.8,4.5,63.7,31,94.7
31R013,2010,348,4.6,33.9,37.4,24.1,61.5
31R013,2011,354,4.2,25.4,44.1,26.3,70.3
31R014,2006,228,14.5,32.5,46.9,6.1,53.1
31R014,2007,219,11,26.9,53,9.1,62.1
31R014,2008,247,6.9,23.5,61.9,7.7,69.6
31R014,2009,286,6.3,18.9,66.1,8.7,74.8
31R014,2010,303,21.1,52.5,23.8,2.6,26.4
31R014,2011,316,18,52.2,27.5,2.2,29.7
31R016,2006,458,17,24.9,47.4,10.7,58.1
31R016,2007,470,12.6,27.9,48.1,11.5,59.6
31R016,2008,491,12.2,27.7,50.3,9.8,60.1
31R016,2009,434,8.8,18.9,62.9,9.4,72.4
31R016,2010,478,20.5,53.3,22.4,3.8,26.2
31R016,2011,454,17.6,50,26.2,6.2,32.4
31R018,2006,238,28.2,27.3,36.1,8.4,44.5
31R018,2007,254,9.4,27.2,50,13.4,63.4
31R018,2008,238,6.7,19.7,59.7,13.9,73.5
31R018,2009,247,2,8.5,68.4,21.1,89.5
31R018,2010,252,6.3,40.9,41.3,11.5,52.8
31R018,2011,272,3.3,47.1,42.3,7.4,49.6
31R019,2006,261,4.6,19.2,52.9,23.4,76.2
31R019,2007,277,3.6,16.6,52,27.8,79.8
31R019,2008,273,2.2,12.1,61.9,23.8,85.7
31R019,2009,328,0.9,5.8,61.3,32,93.3
31R019,2010,313,3.8,37.7,38,20.4,58.5
31R019,2011,338,3.8,20.4,53.6,22.2,75.7
31R020,2006,191,6.3,36.1,52.9,4.7,57.6
31R020,2007,181,8.3,24.3,60.2,7.2,67.4
31R020,2008,177,2.3,15.8,70.1,11.9,81.9
31R020,2009,184,1.1,5.4,67.4,26.1,93.5
31R020,2010,205,7.8,52.2,32.2,7.8,40
31R020,2011,221,8.1,38.9,46.2,6.8,52.9
31R021,2006,217,9.2,18.4,59.9,12.4,72.4
31R021,2007,228,4.8,17.1,63.6,14.5,78.1
31R021,2008,237,0.8,17.3,70,11.8,81.9
31R021,2009,228,2.2,10.5,67.1,20.2,87.3
31R021,2010,230,3,43,37.8,16.1,53.9
31R021,2011,226,8,44.2,40.3,7.5,47.8
31R022,2006,614,5.5,21,57.3,16.1,73.5
31R022,2007,579,3.6,12.1,59.6,24.7,84.3
31R022,2008,629,2.9,9.5,63,24.6,87.6
31R022,2009,628,1.1,7,58.1,33.8,91.9
31R022,2010,624,4.5,26.9,45.2,23.4,68.6
31R022,2011,628,5.4,31.2,47,16.4,63.4
31R023,2006,267,6.7,7.5,43.4,42.3,85.8
31R023,2007,258,4.3,5,41.5,49.2,90.7
31R023,2008,253,3.6,4,49,43.5,92.5
31R023,2009,277,1.8,3.6,38.3,56.3,94.6
31R023,2010,254,5.9,13.4,33.9,46.9,80.7
31R023,2011,280,1.8,11.4,43.2,43.6,86.8
31R024,2006,1561,6.9,25.8,54,13.3,67.3
31R024,2007,1510,5,19.5,55.1,20.4,75.5
31R024,2008,1500,2.5,12,53.9,31.6,85.5
31R024,2009,1471,0.5,7.4,56.8,35.2,92
31R024,2010,1441,2.6,24.8,40.2,32.4,72.6
31R024,2011,1429,2.9,21.5,42.1,33.5,75.6
31R026,2006,94,19.1,21.3,45.7,13.8,59.6
31R026,2007,96,11.5,16.7,58.3,13.5,71.9
31R026,2008,100,4,16,61,19,80
31R026,2009,105,4.8,4.8,62.9,27.6,90.5
31R026,2010,93,21.5,26.9,34.4,17.2,51.6
31R026,2011,79,3.8,15.2,62,19,81
31R027,2006,964,26.1,37.9,30,6,36
31R027,2007,909,18.2,33.3,38.4,10.1,48.5
31R027,2008,907,9.3,31.3,45.1,14.3,59.4
31R027,2009,1003,5,26,53.2,15.8,69
31R027,2010,1092,13.7,38.6,29.2,18.5,47.7
31R027,2011,1075,12.9,37.3,32.2,17.6,49.8
31R029,2006,254,3.5,6.7,51.6,38.2,89.8
31R029,2007,248,1.2,4.8,46.8,47.2,94
31R029,2008,255,0.4,3.1,50.2,46.3,96.5
31R029,2009,270,0,1.5,48.5,50,98.5
31R029,2010,273,1.1,23.8,41,34.1,75.1
31R029,2011,329,0.6,21.6,49.2,28.6,77.8
31R030,2006,395,3,4.3,42,50.6,92.7
31R030,2007,407,2.2,5.7,43.7,48.4,92.1
31R030,2008,402,3.5,7.5,53.7,35.3,89.1
31R030,2009,416,1.4,5.3,50.2,43,93.3
31R030,2010,406,6.9,19.5,40.6,33,73.6
31R030,2011,426,3.3,16,45.5,35.2,80.8
31R031,2006,170,11.2,27.1,54.1,7.6,61.8
31R031,2007,208,2.9,29.8,55.8,11.5,67.3
31R031,2008,230,3,18.3,63.5,15.2,78.7
31R031,2009,243,2.1,11.9,64.2,21.8,86
31R031,2010,310,12.6,44.8,22.6,20,42.6
31R031,2011,287,16.4,42.9,27.2,13.6,40.8
31R032,2006,469,3.6,8.5,54.2,33.7,87.8
31R032,2007,464,1.9,3.7,48.7,45.7,94.4
31R032,2008,447,0.7,3.6,51.5,44.3,95.7
31R032,2009,443,0.9,2.3,46.5,50.3,96.8
31R032,2010,406,3.7,14.5,42.1,39.7,81.8
31R032,2011,380,1.8,18.2,45.8,34.2,80
31R034,2006,1137,4.7,27.7,55.1,12.4,67.5
31R034,2007,1149,3.1,19.2,57.2,20.5,77.6
31R034,2008,1170,0.9,11.5,55.2,32.4,87.6
31R034,2009,1177,0.1,4.6,58.6,36.7,95.3
31R034,2010,1149,2.5,21.1,37.9,38.4,76.3
31R034,2011,1146,2.3,20.3,45.5,31.9,77.4
31R035,2006,173,0.6,1.7,38.7,59,97.7
31R035,2007,181,0,1.7,48.6,49.7,98.3
31R035,2008,179,0,1.1,55.3,43.6,98.9
31R035,2009,164,0,3.7,54.9,41.5,96.3
31R035,2010,159,1.9,25.2,47.8,25.2,73
31R035,2011,158,0.6,18.4,52.5,28.5,81
31R036,2006,473,4.4,7.8,51.2,36.6,87.7
31R036,2007,464,2.8,7.5,55.2,34.5,89.7
31R036,2008,446,2,5.2,52.5,40.4,92.8
31R036,2009,431,1.2,4.2,45.9,48.7,94.7
31R036,2010,408,5.1,20.3,42.4,32.1,74.5
31R036,2011,418,4.8,11.2,51.9,32.1,84
31R038,2006,195,5.6,21.5,50.3,22.6,72.8
31R038,2007,190,5.3,17.9,56.8,20,76.8
31R038,2008,180,4.4,10,61.1,24.4,85.6
31R038,2009,187,3.7,10.2,57.8,28.3,86.1
31R038,2010,199,2,30.2,38.7,29.1,67.8
31R038,2011,187,1.6,20.9,55.1,22.5,77.5
31R039,2006,220,3.6,8.2,52.7,35.5,88.2
31R039,2007,223,0.4,4.9,50.7,43.9,94.6
31R039,2008,201,0.5,1,58.7,39.8,98.5
31R039,2009,237,0.8,5.5,59.9,33.8,93.7
31R039,2010,236,2.5,24.6,44.5,28.4,72.9
31R039,2011,252,2.4,17.9,55.6,24.2,79.8
31R041,2006,306,2.6,11.1,57.8,28.4,86.3
31R041,2007,296,4.4,12.5,53.7,29.4,83.1
31R041,2008,298,1.3,7,60.7,30.9,91.6
31R041,2009,317,0.9,4.4,57.1,37.5,94.6
31R041,2010,319,2.8,27.3,45.1,24.8,69.9
31R041,2011,322,1.9,18.6,53.4,26.1,79.5
31R042,2006,454,4,12.6,47.4,36.1,83.5
31R042,2007,418,2.4,8.1,51.9,37.6,89.5
31R042,2008,482,1.5,4.1,46.9,47.5,94.4
31R042,2009,468,1.1,3,42.9,53,95.9
31R042,2010,473,2.1,15.2,38.5,44.2,82.7
31R042,2011,476,2.7,16.6,48.9,31.7,80.7
31R044,2006,373,21.7,32.4,39.4,6.4,45.8
31R044,2007,385,12.2,29.4,51.2,7.3,58.4
31R044,2008,383,10.4,24.5,58.7,6.3,65
31R044,2009,390,8.5,21.5,62.1,7.9,70
31R044,2010,376,23.4,52.9,20.2,3.5,23.7
31R044,2011,379,19,49.6,26.9,4.5,31.4
31R045,2006,461,4.1,15.2,59,21.7,80.7
31R045,2007,453,1.8,9.3,65.1,23.8,89
31R045,2008,450,1.3,9.3,62.2,27.1,89.3
31R045,2009,466,1.3,6.9,63.1,28.8,91.8
31R045,2010,499,7,37.3,36.9,18.8,55.7
31R045,2011,518,5.6,29.2,43.1,22.2,65.3
31R046,2006,163,4.3,15.3,54.6,25.8,80.4
31R046,2007,151,5.3,13.2,64.9,16.6,81.5
31R046,2008,144,4.9,9.7,70.8,14.6,85.4
31R046,2009,150,6,13.3,55.3,25.3,80.7
31R046,2010,138,10.1,29.7,37,23.2,60.1
31R046,2011,127,7.9,33.1,39.4,19.7,59.1
31R048,2006,151,0,6.6,49.7,43.7,93.4
31R048,2007,159,0.6,3.8,50.9,44.7,95.6
31R048,2008,180,0,1.1,46.7,52.2,98.9
31R048,2009,197,0,1,37.6,61.4,99
31R048,2010,216,1.9,8.8,37.5,51.9,89.4
31R048,2011,226,0.9,12.4,45.6,41.2,86.7
31R049,2006,1069,28.3,41.2,25.4,5.1,30.5
31R049,2007,1008,17.3,37.8,38.7,6.3,44.9
31R049,2008,924,10.2,35.8,45.8,8.2,54
31R049,2009,907,7.2,31.5,53.4,7.9,61.3
31R049,2010,867,22.1,46.1,22,9.7,31.7
31R049,2011,886,22,45.4,25.2,7.4,32.6
31R050,2006,338,11.8,13.6,45,29.6,74.6
31R050,2007,281,7.8,9.3,53.7,29.2,82.9
31R050,2008,278,2.9,5.8,55,36.3,91.4
31R050,2009,294,2.7,5.4,48,43.9,91.8
31R050,2010,284,2.5,22.9,34.5,40.1,74.6
31R050,2011,280,1.4,17.5,39.3,41.8,81.1
31R051,2006,1228,20.2,37.8,36.4,5.6,42
31R051,2007,1172,14.8,37.5,40.4,7.3,47.6
31R051,2008,1172,8.4,30.9,49.7,11.1,60.8
31R051,2009,1137,3.3,25.2,61,10.5,71.5
31R051,2010,1079,15.6,50.5,26.9,7,33.9
31R051,2011,958,12.2,43.2,35,9.6,44.6
31R052,2006,272,8.1,9.9,51.8,30.1,82
31R052,2007,269,3.3,9.3,50.6,36.8,87.4
31R052,2008,295,2.7,11.5,52.2,33.6,85.8
31R052,2009,305,3,5.6,52.1,39.3,91.5
31R052,2010,312,4.5,24,41,30.4,71.5
31R052,2011,302,6.6,24.5,54.6,14.2,68.9
31R053,2006,333,0.6,6.3,44.4,48.6,93.1
31R053,2007,314,0,1.6,45.2,53.2,98.4
31R053,2008,323,0,2.2,52.9,44.9,97.8
31R053,2009,326,0,1.5,46.9,51.5,98.5
31R053,2010,355,1.7,18,42.8,37.5,80.3
31R053,2011,339,3.2,14.5,42.8,39.5,82.3
31R054,2006,396,2.5,7.6,55.6,34.3,89.9
31R054,2007,400,2,6.8,51,40.3,91.3
31R054,2008,373,0.5,5.4,50.4,43.7,94.1
31R054,2009,404,0,5.7,45.8,48.5,94.3
31R054,2010,406,3.7,24.1,38.4,33.7,72.2
31R054,2011,425,6.6,23.1,45.2,25.2,70.4
31R055,2006,318,2.2,6.6,49.4,41.8,91.2
31R055,2007,341,1.2,7,48.1,43.7,91.8
31R055,2008,360,0.3,4.4,53.1,42.2,95.3
31R055,2009,341,0,2.1,46.6,51.3,97.9
31R055,2010,338,0.9,21.3,43.5,34.3,77.8
31R055,2011,351,0.3,16.2,47,36.5,83.5
31R056,2006,355,2.3,3.9,54.1,39.7,93.8
31R056,2007,346,2,3.5,56.1,38.4,94.5
31R056,2008,326,1.5,2.5,54,42,96
31R056,2009,317,0.3,0.6,43.5,55.5,99.1
31R056,2010,331,0.9,15.7,40.5,42.9,83.4
31R056,2011,346,2.9,13.3,50.9,32.9,83.8
31R057,2006,290,16.6,22.1,50.7,10.7,61.4
31R057,2007,289,11.1,26,55,8,63
31R057,2008,311,11.6,23.2,57.9,7.4,65.3
31R057,2009,327,7.3,19.3,57.8,15.6,73.4
31R057,2010,289,15.2,49.1,24.6,11.1,35.6
31R057,2011,310,16.5,46.1,33.9,3.5,37.4
31R058,2006,364,3.3,8.5,52.2,36,88.2
31R058,2007,370,1.1,6.2,53.5,39.2,92.7
31R058,2008,361,0.8,4.2,56.2,38.8,95
31R058,2009,369,0,3.3,50.1,46.6,96.7
31R058,2010,363,5.8,22.3,39.1,32.8,71.9
31R058,2011,363,2.2,25.3,47.4,25.1,72.5
31R060,2006,494,7.3,19.8,47.4,25.5,72.9
31R060,2007,497,6.6,13.5,53.9,26,79.9
31R060,2008,425,3.8,9.6,58.1,28.5,86.6
31R060,2009,380,2.1,6.6,54.7,36.6,91.3
31R060,2010,398,4.3,26.6,38.9,30.2,69.1
31R060,2011,408,5.6,28.2,46.3,19.9,66.2
31R061,2006,1243,24.6,33.6,33.1,8.6,41.8
31R061,2007,1268,17,33.5,37.8,11.8,49.5
31R061,2008,1303,7.3,28.9,47.4,16.4,63.8
31R061,2009,1329,3.9,25.7,57.4,12.9,70.4
31R061,2010,1282,14.1,47,25.6,13.3,38.8
31R061,2011,1222,14,46.6,28.5,11,39.4
31R063,2009,141,0.7,9.2,51.1,39,90.1
31R063,2010,287,2.8,27.5,39.7,30,69.7
31R063,2011,423,2.1,27.9,39,31,70
31R065,2011,25,0,28,68,4,72
31R069,2006,379,4.2,9,57.3,29.6,86.8
31R069,2007,383,4.2,9.9,57.4,28.5,85.9
31R069,2008,402,2,10,59,29.1,88.1
31R069,2009,411,1.5,5.1,57.9,35.5,93.4
31R069,2010,440,3.6,30.2,37.3,28.9,66.1
31R069,2011,437,2.7,28.8,41.4,27,68.4
31R072,2006,1781,12.3,33,42.2,12.5,54.7
31R072,2007,1720,8.6,30.3,45.4,15.6,61
31R072,2008,1819,4.9,21.9,51.3,21.8,73.1
31R072,2009,1829,1.9,16.6,57.6,23.9,81.5
31R072,2010,1747,7.8,34.3,31.9,25.9,57.9
31R072,2011,1585,6.3,29.4,36.7,27.6,64.3
31R075,2006,1481,5.3,26.5,52.4,15.8,68.2
31R075,2007,1392,3.9,18.4,56.5,21.2,77.7
31R075,2008,1343,2,10.6,54.4,32.9,87.3
31R075,2009,1270,1.1,6.4,58.7,33.8,92.5
31R075,2010,1279,2.9,25.2,38,33.9,71.9
31R075,2011,1266,2.8,18.6,41.9,36.7,78.6
31R080,2006,560,4.8,24.5,54.5,16.3,70.7
31R080,2007,561,2.5,18.2,56.5,22.8,79.3
31R080,2008,560,1.4,11.6,60.4,26.6,87
31R080,2009,563,0.7,8.2,55.2,35.9,91.1
31R080,2010,556,2.7,34.5,37.6,25.2,62.8
31R080,2011,562,3.2,27,47.2,22.6,69.8
31R861,2010,131,6.9,28.2,37.4,27.5,64.9
31R861,2011,260,0.8,16.5,36.2,46.5,82.7
32K045,2006,404,16.1,31.2,42.8,9.9,52.7
32K045,2007,377,6.9,17.5,62.3,13.3,75.6
32K045,2008,348,2.3,11.2,67.5,19,86.5
32K045,2009,340,2.1,6.5,73.2,18.2,91.5
32K045,2010,340,5.6,42.6,38.5,13.2,51.8
32K045,2011,327,7.3,42.5,43.4,6.7,50.2
32K075,2006,321,15.6,28.7,50.5,5.3,55.8
32K075,2007,312,7.4,23.4,54.2,15.1,69.2
32K075,2008,271,5.2,14.8,58.3,21.8,80.1
32K075,2009,251,2.8,6,60.6,30.7,91.2
32K075,2010,255,7.8,38.8,29,24.3,53.3
32K075,2011,263,8,42.6,39.5,9.9,49.4
32K086,2006,249,13.7,27.3,50.2,8.8,59
32K086,2007,253,5.1,17,60.5,17.4,77.9
32K086,2008,240,0,9.2,73.3,17.5,90.8
32K086,2009,254,2,12.2,68.1,17.7,85.8
32K086,2010,270,7.4,44.8,35.2,12.6,47.8
32K086,2011,258,8.1,36.8,46.9,8.1,55
32K106,2006,323,16.4,22.6,47.4,13.6,61
32K106,2007,314,7.6,20.4,52.5,19.4,72
32K106,2008,317,6,14.8,62.8,16.4,79.2
32K106,2009,291,6.2,11,57,25.8,82.8
32K106,2010,289,8.3,42.6,38.8,10.4,49.1
32K106,2011,277,10.5,42.6,40.4,6.5,46.9
32K116,2006,244,6.6,23,61.5,9,70.5
32K116,2007,201,3.5,11.9,61.2,23.4,84.6
32K116,2008,227,1.8,10.1,64.8,23.3,88.1
32K116,2009,237,1.7,5.9,60.8,31.6,92.4
32K116,2010,228,12.7,35.1,28.9,23.2,52.2
32K116,2011,253,5.5,36.4,40.7,17.4,58.1
32K123,2006,537,9.3,19.6,56.4,14.7,71.1
32K123,2007,503,8.7,18.3,56.3,16.7,73
32K123,2008,480,5.2,14.8,63.1,16.9,80
32K123,2009,411,2.9,11.2,57.7,28.2,85.9
32K123,2010,407,8.1,39.8,33.7,18.4,52.1
32K123,2011,401,5,36.7,45.4,13,58.4
32K145,2006,528,9.8,27.5,47.9,14.8,62.7
32K145,2007,485,9.1,19.4,52.8,18.8,71.5
32K145,2008,439,6.6,16.2,60.4,16.9,77.2
32K145,2009,411,3.4,14.6,61.3,20.7,82
32K145,2010,384,14.6,33.9,35.4,16.1,51.6
32K145,2011,374,15.2,41.4,35.6,7.8,43.3
32K151,2006,256,8.2,24.2,51.2,16.4,67.6
32K151,2007,226,7.5,21.7,51.8,19,70.8
32K151,2008,206,3.4,16,67,13.6,80.6
32K151,2009,203,2,9.4,69,19.7,88.7
32K151,2010,207,11.1,43.5,34.3,11.1,45.4
32K151,2011,216,12.5,51.4,31.9,4.2,36.1
32K162,2006,774,24.7,41.2,32,2.1,34.1
32K162,2007,764,16.6,40.2,38.5,4.7,43.2
32K162,2008,699,9.2,35.9,47.1,7.9,54.9
32K162,2009,664,5,26.2,63.1,5.7,68.8
32K162,2010,616,20.3,49.4,22.9,7.5,30.4
32K162,2011,590,15.4,52.2,26.9,5.4,32.4
32K274,2006,432,12.3,25.9,49.3,12.5,61.8
32K274,2007,406,9.4,20.7,52.2,17.7,70
32K274,2008,386,5.4,17.6,63.2,13.7,76.9
32K274,2009,351,3.7,9.7,64.4,22.2,86.6
32K274,2010,342,7.9,44.2,31.6,16.4,48
32K274,2011,320,10.3,46.9,36.3,6.6,42.8
32K291,2006,982,40.8,43.7,15.3,0.2,15.5
32K291,2007,869,31.3,46.8,21.5,0.3,21.9
32K291,2008,765,13.9,42.5,40.4,3.3,43.7
32K291,2009,669,9.4,40.4,46.2,4,50.2
32K291,2010,626,29.1,48.9,18.2,3.8,22
32K291,2011,630,25.1,47.5,24.3,3.2,27.5
32K296,2006,925,32.6,40.4,24.8,2.2,26.9
32K296,2007,747,27.7,41.4,27.6,3.3,30.9
32K296,2008,566,11.1,39,43.3,6.5,49.8
32K296,2009,506,4.3,30.2,59.7,5.7,65.4
32K296,2010,513,26.7,54.6,16.6,2.1,18.7
32K296,2011,505,28.3,52.9,17,1.8,18.8
32K299,2006,282,23.4,34.8,36.2,5.7,41.8
32K299,2007,253,10.7,32.8,47.8,8.7,56.5
32K299,2008,239,5.4,24.3,62.8,7.5,70.3
32K299,2009,205,3.9,22.4,61.5,12.2,73.7
32K299,2010,176,8,44.3,34.7,13.1,47.7
32K299,2011,192,13.5,41.7,40.1,4.7,44.8
32K347,2006,561,31.9,42.1,23.9,2.1,26
32K347,2007,525,19.4,37.3,40.8,2.5,43.2
32K347,2008,520,11.3,34.6,50,4,54
32K347,2009,527,3.6,24.5,61.1,10.8,71.9
32K347,2010,516,16.9,40.5,25.8,16.9,42.6
32K347,2011,464,11.4,40.3,33.6,14.7,48.3
32K349,2006,545,33.6,44,20.9,1.5,22.4
32K349,2007,526,17.3,39.9,35.7,7,42.8
32K349,2008,519,10.4,31.8,45.9,11.9,57.8
32K349,2009,542,2.8,20.5,62.5,14.2,76.8
32K349,2010,512,13.1,43.8,28.9,14.3,43.2
32K349,2011,509,11.4,39.3,35.8,13.6,49.3
32K376,2006,263,12.9,23.6,46,17.5,63.5
32K376,2007,243,3.3,16.5,51.9,28.4,80.2
32K376,2008,263,3,8.4,60.8,27.8,88.6
32K376,2009,272,2.2,6.6,57,34.2,91.2
32K376,2010,277,9.4,33.9,32.5,24.2,56.7
32K376,2011,278,2.9,35.6,46,15.5,61.5
32K377,2006,383,15.1,23.8,49.6,11.5,61.1
32K377,2007,468,11.1,24.8,54.7,9.4,64.1
32K377,2008,503,8.2,23.3,60.4,8.2,68.6
32K377,2009,547,2.6,18.6,68,10.8,78.8
32K377,2010,516,9.5,45.9,36.2,8.3,44.6
32K377,2011,512,15.4,51.8,28.5,4.3,32.8
32K383,2006,1107,3.8,18.9,62.1,15.3,77.3
32K383,2007,1070,3.5,8.7,66.4,21.5,87.9
32K383,2008,1170,2.9,5.5,64.2,27.4,91.6
32K383,2009,1247,1.4,3.7,65.3,29.7,94.9
32K383,2010,1094,2.5,21.2,48.4,27.9,76.3
32K383,2011,947,1.6,18.6,41.7,38.1,79.8
32K384,2006,267,22.5,30.7,38.2,8.6,46.8
32K384,2007,337,10.4,22.6,51.3,15.7,67.1
32K384,2008,372,8.1,21.5,57,13.4,70.4
32K384,2009,398,3.8,11.6,65.3,19.3,84.7
32K384,2010,421,12.1,39.4,31.4,17.1,48.5
32K384,2011,399,13,38.3,32.1,16.5,48.6
32K554,2006,138,10.9,39.9,44.9,4.3,49.3
32K554,2007,106,6.6,21.7,65.1,6.6,71.7
32K554,2008,108,1.9,11.1,77.8,9.3,87
32K554,2009,87,1.1,8,74.7,16.1,90.8
32K554,2010,90,0,27.8,50,22.2,72.2
32K554,2011,96,0,13.5,57.3,29.2,86.5
75K004,2006,66,66.7,19.7,12.1,1.5,13.6
75K004,2007,65,44.6,35.4,18.5,1.5,20
75K004,2008,48,33.3,29.2,37.5,0,37.5
75K004,2009,33,24.2,48.5,27.3,0,27.3
75K004,2010,21,76.2,23.8,0,0,0
75K004,2011,17,76.5,17.6,5.9,0,5.9
75K036,2006,179,57,30.7,11.2,1.1,12.3
75K036,2007,188,53.2,37.2,9,0.5,9.6
75K036,2008,158,43,37.3,19.6,0,19.6
75K036,2009,154,32.5,40.9,26.6,0,26.6
75K036,2010,151,69.5,29.8,0.7,0,0.7
75K036,2011,140,53.6,40,5.7,0.7,6.4
75K053,2006,85,63.5,24.7,11.8,0,11.8
75K053,2007,85,45.9,35.3,18.8,0,18.8
75K053,2008,82,35.4,24.4,39,1.2,40.2
75K053,2009,78,15.4,46.2,35.9,2.6,38.5
75K053,2010,72,51.4,33.3,11.1,4.2,15.3
75K053,2011,64,35.9,45.3,10.9,7.8,18.8
75K077,2007,3,,,,,
75K077,2008,4,,,,,
75K077,2009,3,,,,,
75K077,2010,7,42.9,57.1,0,0,0
75K077,2011,5,,,,,
75K140,2006,196,81.6,14.8,3.1,0.5,3.6
75K140,2007,166,77.7,21.1,1.2,0,1.2
75K140,2008,180,67.2,22.2,10.6,0,10.6
