DBN,Year,Number Tested,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %
28Q099,2009,399,0,5.3,53.6,41.1,94.7
28Q099,2010,416,3.6,18,39.7,38.7,78.4
28Q099,2011,430,5.3,17.2,37.2,40.2,77.4
28Q101,2006,304,3,6.9,39.1,51,90.1
28Q101,2007,305,1.6,3.9,33.1,61.3,94.4
28Q101,2008,299,1.3,3,38.8,56.9,95.7
28Q101,2009,325,0.3,2.2,38.5,59.1,97.5
28Q101,2010,326,2.8,15.3,34.7,47.2,81.9
28Q101,2011,345,4.1,12.8,34.8,48.4,83.2
28Q117,2006,600,2.3,11.2,52.7,33.8,86.5
28Q117,2007,579,0.9,6.7,50.9,41.5,92.4
28Q117,2008,619,0.8,4.5,50.4,44.3,94.7
28Q117,2009,621,0.8,4.5,52.7,42,94.7
28Q117,2010,633,5.1,29.5,39.2,26.2,65.4
28Q117,2011,673,6.2,29.7,42.8,21.2,64
28Q121,2006,654,3.4,12.1,62.2,22.3,84.6
28Q121,2007,572,0.3,8,55.4,36.2,91.6
28Q121,2008,527,0.6,3.2,54.6,41.6,96.2
28Q121,2009,521,1,3.3,44.9,50.9,95.8
28Q121,2010,563,2.7,13,41.9,42.5,84.4
28Q121,2011,556,1.6,14.4,48.7,35.3,84
28Q139,2006,483,3.9,7.9,51.6,36.6,88.2
28Q139,2007,445,2.2,6.1,52.8,38.9,91.7
28Q139,2008,438,2.7,3,48.9,45.4,94.3
28Q139,2009,438,1.6,2.1,41.3,55,96.3
28Q139,2010,444,3.8,19.6,39.2,37.4,76.6
28Q139,2011,467,3.6,16.3,43.5,36.6,80.1
28Q140,2006,428,10,33.2,45.8,11,56.8
28Q140,2007,394,7.1,26.1,51,15.7,66.8
28Q140,2008,369,4.1,18.2,61.8,16,77.8
28Q140,2009,410,5.4,18.3,61.5,14.9,76.3
28Q140,2010,411,10,53.8,25.8,10.5,36.3
28Q140,2011,408,9.3,47.3,36.3,7.1,43.4
28Q144,2006,369,5.1,7,41.5,46.3,87.8
28Q144,2007,363,4.1,8,46.8,41,87.9
28Q144,2008,358,3.6,5.6,45.8,45,90.8
28Q144,2009,348,2,4.6,45.4,48,93.4
28Q144,2010,362,5,16.9,31.2,47,78.2
28Q144,2011,317,5.4,16.4,35,43.2,78.2
28Q157,2006,960,11.1,20.3,44.8,23.8,68.5
28Q157,2007,922,7,18,46.9,28.1,74.9
28Q157,2008,857,5.1,13.1,48,33.8,81.8
28Q157,2009,903,2.9,9.9,53.9,33.3,87.3
28Q157,2010,925,6.5,26.6,28.3,38.6,66.9
28Q157,2011,960,6.3,21.6,34.7,37.5,72.2
28Q160,2006,437,5,22.4,56.8,15.8,72.5
28Q160,2007,387,1.3,17.6,60.7,20.4,81.1
28Q160,2008,380,0.8,17.6,64.5,17.1,81.6
28Q160,2009,372,1.3,11.6,71.2,15.9,87.1
28Q160,2010,387,8,46.8,35.1,10.1,45.2
28Q160,2011,392,8.7,46.9,36,8.4,44.4
28Q161,2006,476,3.2,19.1,58,19.7,77.7
28Q161,2007,472,1.3,8.9,60.6,29.2,89.8
28Q161,2008,471,0.2,4.5,61.6,33.8,95.3
28Q161,2009,455,0.2,3.5,54.3,42,96.3
28Q161,2010,451,1.1,16.9,47.7,34.4,82
28Q161,2011,426,2.3,15.5,55.6,26.5,82.2
28Q167,2011,220,1.8,22.3,45.5,30.5,75.9
28Q174,2006,333,8.7,10.5,44.7,36,80.8
28Q174,2007,310,6.8,10.6,42.9,39.7,82.6
28Q174,2008,306,6.5,7.8,42.5,43.1,85.6
28Q174,2009,313,6.1,7,42.8,44.1,86.9
28Q174,2010,293,8.5,22.2,28.3,41,69.3
28Q174,2011,296,5.7,18.9,35.5,39.9,75.3
28Q175,2006,291,6.5,11.7,47.1,34.7,81.8
28Q175,2007,256,1.2,9.8,40.6,48.4,89.1
28Q175,2008,270,1.1,4.4,46.7,47.8,94.4
28Q175,2009,292,1,3.4,44.9,50.7,95.5
28Q175,2010,309,1,17.2,35,46.9,81.9
28Q175,2011,335,3.3,13.7,43,40,83
28Q190,2006,849,6.6,23.8,44.1,25.6,69.6
28Q190,2007,855,8,20.2,41.3,30.5,71.8
28Q190,2008,793,2.8,12,48,37.2,85.2
28Q190,2009,745,1.1,8.9,52.9,37.2,90.1
28Q190,2010,816,6.3,27,30.3,36.5,66.8
28Q190,2011,811,6.9,20.7,30.5,41.9,72.4
28Q196,2006,273,2.6,2.6,27.8,67,94.9
28Q196,2007,277,2.2,2.5,23.5,71.8,95.3
28Q196,2008,300,1.7,2,25.3,71,96.3
28Q196,2009,349,0,0.6,28.7,70.8,99.4
28Q196,2010,342,0.6,4.1,27.5,67.8,95.3
28Q196,2011,343,0.9,5.2,30.3,63.6,93.9
28Q206,2006,296,7.8,11.8,51,29.4,80.4
28Q206,2007,298,5,8.7,56.4,29.9,86.2
28Q206,2008,299,3.7,11.7,64.2,20.4,84.6
28Q206,2009,308,1.3,7.8,60.4,30.5,90.9
28Q206,2010,291,7.2,30.9,33.7,28.2,61.9
28Q206,2011,294,5.4,27.6,42.2,24.8,67
28Q217,2006,1233,13.3,33.2,45.1,8.4,53.5
28Q217,2007,1257,9.8,27.5,50.5,12.2,62.7
28Q217,2008,1211,5,23.4,57.1,14.6,71.7
28Q217,2009,1204,2.9,21.3,60.3,15.5,75.8
28Q217,2010,1342,10.1,38.7,33,18.2,51.2
28Q217,2011,1377,8.9,36.2,35.9,18.9,54.8
28Q220,2006,194,2.6,11.3,50,36.1,86.1
28Q220,2007,205,4.9,12.7,55.1,27.3,82.4
28Q220,2008,205,2.4,15.1,55.6,26.8,82.4
28Q220,2009,217,5.1,8.3,57.6,29,86.6
28Q220,2010,215,7.4,27.4,37.2,27.9,65.1
28Q220,2011,244,9.4,32.8,40.6,17.2,57.8
28Q284,2007,79,5.1,20.3,55.7,19,74.7
28Q284,2008,158,0,10.1,60.8,29.1,89.9
28Q284,2009,236,0,8.9,55.5,35.6,91.1
28Q284,2010,234,3,21.8,38.9,36.3,75.2
28Q284,2011,237,3.8,24.1,43.5,28.7,72.2
28Q310,2011,56,10.7,44.6,32.1,12.5,44.6
28Q680,2006,177,0.6,7.3,62.7,29.4,92.1
28Q680,2007,171,0,2.9,56.7,40.4,97.1
28Q680,2008,176,0,1.7,54.5,43.8,98.3
28Q680,2009,181,0,1.7,59.1,39.2,98.3
28Q680,2010,185,0,11.4,37.8,50.8,88.6
28Q680,2011,181,0,8.8,45.9,45.3,91.2
28Q896,2007,153,0,20.9,66,13.1,79.1
28Q896,2008,149,0.7,16.8,71.1,11.4,82.6
28Q896,2009,153,0,7.8,74.5,17.6,92.2
28Q896,2010,164,1.8,32.3,48.2,17.7,65.9
28Q896,2011,205,5.4,34.6,44.9,15.1,60
29Q015,2006,223,7.2,23.8,56.5,12.6,69.1
29Q015,2007,236,4.7,13.1,58.5,23.7,82.2
29Q015,2008,245,4.1,11.4,63.3,21.2,84.5
29Q015,2009,251,1.6,6.8,62.9,28.7,91.6
29Q015,2010,230,9.6,41.3,33,16.1,49.1
29Q015,2011,206,5.8,40.8,43.2,10.2,53.4
29Q033,2006,621,6.9,18.4,52,22.7,74.7
29Q033,2007,601,3.8,15.8,53.9,26.5,80.4
29Q033,2008,596,1.8,9.9,62.4,25.8,88.3
29Q033,2009,526,1.7,7.2,58.9,32.1,91.1
29Q033,2010,523,6.3,33.7,37.1,22.9,60
29Q033,2011,493,2,28.2,50.9,18.9,69.8
29Q034,2006,325,12.9,22.5,48,16.6,64.6
29Q034,2007,292,6.2,17.5,57.5,18.8,76.4
29Q034,2008,249,3.6,11.2,58.6,26.5,85.1
29Q034,2009,247,3.2,8.5,54.7,33.6,88.3
29Q034,2010,258,4.3,34.5,36.8,24.4,61.2
29Q034,2011,243,3.7,20.2,46.5,29.6,76.1
29Q035,2006,354,9.9,20.3,50.3,19.5,69.8
29Q035,2007,333,5.1,22.2,54.7,18,72.7
29Q035,2008,328,4.3,16.5,63.7,15.5,79.3
29Q035,2009,318,4.4,10.4,59.7,25.5,85.2
29Q035,2010,305,8.2,38.4,34.4,19,53.4
29Q035,2011,302,7,38.4,39.1,15.6,54.6
29Q036,2006,240,4.6,20,57.9,17.5,75.4
29Q036,2007,277,8.7,22.4,52.3,16.6,69
29Q036,2008,269,7.1,18.2,59.5,15.2,74.7
29Q036,2009,254,3.1,16.5,65,15.4,80.3
29Q036,2010,266,14.7,52.6,27.4,5.3,32.7
29Q036,2011,231,7.4,43.7,43.3,5.6,48.9
29Q037,2006,328,22,31.1,40.2,6.7,47
29Q037,2007,315,10.5,27,50.5,12.1,62.5
29Q037,2008,293,8.2,24.9,56.3,10.6,66.9
29Q037,2009,283,3.9,20.8,62.2,13.1,75.3
29Q037,2010,240,12.5,51.3,27.5,8.8,36.3
29Q037,2011,263,8,50.6,35.7,5.7,41.4
29Q038,2006,263,9.5,19.4,52.9,18.3,71.1
29Q038,2007,254,5.5,16.5,55.5,22.4,78
29Q038,2008,223,4.5,18.4,57,20.2,77.1
29Q038,2009,200,4,20.5,58.5,17,75.5
29Q038,2010,142,10.6,47.2,29.6,12.7,42.3
29Q038,2011,166,12,49.4,31.3,7.2,38.6
29Q052,2006,316,12.3,31.6,48.4,7.6,56
29Q052,2007,314,7.6,29.9,51.6,10.8,62.4
29Q052,2008,306,5.2,14.7,62.7,17.3,80.1
29Q052,2009,309,1.9,12.3,66.3,19.4,85.8
29Q052,2010,257,11.3,41.6,33.5,13.6,47.1
29Q052,2011,241,7.5,34.4,46.5,11.6,58.1
29Q059,2006,1094,23.7,42.3,31.4,2.6,34
29Q059,2007,911,11.5,34,48.4,6,54.4
29Q059,2008,870,5.9,25.9,57.9,10.3,68.3
29Q059,2009,798,2,22.2,64.8,11,75.8
29Q059,2010,802,14,46,30.5,9.5,40
29Q059,2011,695,15.3,44.6,31.4,8.8,40.1
29Q095,2006,677,7.4,16.2,52.1,24.2,76.4
29Q095,2007,664,3.8,15.2,56.9,24.1,81
29Q095,2008,632,2.2,10.1,58.9,28.8,87.7
29Q095,2009,633,0.6,8.7,61.8,28.9,90.7
29Q095,2010,667,9.4,33.4,35.2,21.9,57.1
29Q095,2011,689,10.2,33.5,38.6,17.7,56.3
29Q109,2006,1508,15.6,35.9,42.2,6.3,48.5
29Q109,2007,1499,9.9,30.2,48,11.9,59.9
29Q109,2008,1404,4.9,24.9,54.5,15.7,70.2
29Q109,2009,1244,2.7,22.6,58.4,16.4,74.8
29Q109,2010,1130,9.9,42.5,30.8,16.8,47.6
29Q109,2011,1106,9.2,39.1,35.2,16.5,51.7
29Q116,2006,437,17.2,39.4,40,3.4,43.5
29Q116,2007,499,11,34.1,47.1,7.8,54.9
29Q116,2008,529,8.9,30.2,53.5,7.4,60.9
29Q116,2009,512,6.1,21.5,62.1,10.4,72.5
29Q116,2010,491,19.1,52.5,23,5.3,28.3
29Q116,2011,454,14.1,53.3,29.7,2.9,32.6
29Q118,2006,372,8.3,21.8,52.2,17.7,69.9
29Q118,2007,352,4.3,18.5,49.7,27.6,77.3
29Q118,2008,308,1.9,16.9,58.8,22.4,81.2
29Q118,2009,300,0.3,7.3,63,29.3,92.3
29Q118,2010,307,11.1,53.1,27.7,8.1,35.8
29Q118,2011,341,12.3,51.9,29.6,6.2,35.8
29Q131,2006,324,4.6,10.5,45.7,39.2,84.9
29Q131,2007,353,0.8,5.9,47.3,45.9,93.2
29Q131,2008,340,0.9,2.6,47.1,49.4,96.5
29Q131,2009,380,0.8,1.8,48.9,48.4,97.4
29Q131,2010,404,3.7,20.3,37.1,38.9,76
29Q131,2011,427,3.7,20.8,41.2,34.2,75.4
29Q132,2006,201,2.5,26.9,61.2,9.5,70.6
29Q132,2007,196,3.1,19.9,60.7,16.3,77
29Q132,2008,190,2.6,11.1,64.2,22.1,86.3
29Q132,2009,173,2.3,9.2,63.6,24.9,88.4
29Q132,2010,182,7.7,42.9,39.6,9.9,49.5
29Q132,2011,187,4.8,41.7,43.9,9.6,53.5
29Q134,2006,210,8.6,30,50.5,11,61.4
29Q134,2007,189,5.3,19,62.4,13.2,75.7
29Q134,2008,183,4.9,20.2,66.1,8.7,74.9
29Q134,2009,204,2.9,15.7,70.1,11.3,81.4
29Q134,2010,222,8.1,47.3,29.7,14.9,44.6
29Q134,2011,210,15.7,49.5,31.9,2.9,34.8
29Q135,2006,617,5.3,18.8,56.6,19.3,75.9
29Q135,2007,594,1.5,14.6,57.1,26.8,83.8
29Q135,2008,601,2.2,8.2,65.7,24,89.7
29Q135,2009,591,1.5,5.8,63.8,28.9,92.7
29Q135,2010,611,4.7,38,37.2,20.1,57.3
29Q135,2011,603,4.1,32,43.3,20.6,63.8
29Q136,2006,347,13.3,32.3,47,7.5,54.5
29Q136,2007,361,12.5,38,45.7,3.9,49.6
29Q136,2008,371,10.2,23.7,58.8,7.3,66
29Q136,2009,333,3.3,16.5,67.3,12.9,80.2
29Q136,2010,348,10.1,52.3,31.6,6,37.6
29Q136,2011,333,7.2,43.8,45.3,3.6,48.9
29Q138,2006,582,14.1,29,50.7,6.2,56.9
29Q138,2007,629,12.4,29.9,47.5,10.2,57.7
29Q138,2008,653,7.8,29.4,55.1,7.7,62.8
29Q138,2009,655,4,20,60.6,15.4,76
29Q138,2010,647,12.4,47.6,30.6,9.4,40
29Q138,2011,647,11.4,47.6,32.9,8,41
29Q147,2006,470,18.7,33.2,41.3,6.8,48.1
29Q147,2007,526,6.5,29.1,53.8,10.6,64.4
29Q147,2008,629,5.6,26.7,59,8.7,67.7
29Q147,2009,621,2.9,23,64.4,9.7,74.1
29Q147,2010,592,12.5,56.3,23.1,8.1,31.3
29Q147,2011,517,10.1,45.8,37.7,6.4,44.1
29Q156,2006,516,14.5,30.6,45.2,9.7,54.8
29Q156,2007,546,11,28.6,50.5,9.9,60.4
29Q156,2008,556,5,23.4,60.8,10.8,71.6
29Q156,2009,589,3.7,20.7,62.3,13.2,75.6
29Q156,2010,583,12.9,49.9,29.7,7.5,37.2
29Q156,2011,510,9.8,49.2,35.3,5.7,41
29Q176,2006,339,8.8,22.1,53.4,15.6,69
29Q176,2007,301,3,12,57.1,27.9,85
29Q176,2008,320,3.1,10.9,56.3,29.7,85.9
29Q176,2009,371,1.3,11.1,57.1,30.5,87.6
29Q176,2010,402,6.5,33.1,39.3,21.1,60.4
29Q176,2011,420,2.9,31,49.8,16.4,66.2
29Q181,2006,325,18.2,28.9,45.5,7.4,52.9
29Q181,2007,312,11.2,24.4,55.4,9,64.4
29Q181,2008,317,8.8,21.8,57.1,12.3,69.4
29Q181,2009,202,2,21.8,59.9,16.3,76.2
29Q181,2010,216,20.4,52.3,19,8.3,27.3
29Q181,2011,210,16.2,51.4,26.7,5.7,32.4
29Q192,2006,774,32,44.4,21.2,2.3,23.5
29Q192,2007,667,23.1,38.4,35.7,2.8,38.5
29Q192,2008,599,12.2,38.2,43.6,6,49.6
29Q192,2009,689,3.9,32.8,57.3,6,63.3
29Q192,2010,741,18.8,55.6,21.1,4.6,25.6
29Q192,2011,715,21.1,49.8,24.8,4.3,29.1
29Q195,2006,431,15.8,22.7,48.3,13.2,61.5
29Q195,2007,360,10.8,25,53.3,10.8,64.2
29Q195,2008,369,7,20.1,58.3,14.6,72.9
29Q195,2009,325,5.5,15.4,61.2,17.8,79.1
29Q195,2010,354,14.4,44.4,30.5,10.7,41.2
29Q195,2011,380,11.6,42.1,40.5,5.8,46.3
29Q208,2006,549,5.8,20.2,51.9,22,74
29Q208,2007,496,1.8,11.1,58.9,28.2,87.1
29Q208,2008,487,0.2,5.5,64.1,30.2,94.3
29Q208,2009,492,0.8,3,65.2,30.9,96.1
29Q208,2010,493,3.4,27.8,46.5,22.3,68.8
29Q208,2011,489,2.2,22.9,55.2,19.6,74.8
29Q231,2006,1189,22.6,46.4,30.2,0.8,31
29Q231,2007,868,16.6,47.6,34.1,1.7,35.8
29Q231,2008,753,10.1,43.4,43.4,3.1,46.5
29Q231,2009,804,5.7,29.9,59.6,4.9,64.4
29Q231,2010,915,23.5,55.7,16.8,3.9,20.8
29Q231,2011,936,15.5,60.5,21,3,24
29Q238,2006,1517,16.7,37.6,37.6,8.1,45.7
29Q238,2007,1375,12.4,29.1,42.5,16.1,58.5
29Q238,2008,1422,9.1,25,48.8,17.1,65.9
29Q238,2009,1502,3.6,19.5,56.2,20.7,76.9
29Q238,2010,1601,13.9,39.6,29.9,16.7,46.5
29Q238,2011,1539,10.9,36.7,35.6,16.8,52.4
29Q251,2006,91,4.4,11,68.1,16.5,84.6
29Q251,2007,92,6.5,9.8,50,33.7,83.7
29Q251,2008,89,2.2,5.6,76.4,15.7,92.1
29Q251,2009,88,0,5.7,69.3,25,94.3
29Q251,2010,99,9.1,39.4,37.4,14.1,51.5
29Q251,2011,84,0,29.8,61.9,8.3,70.2
29Q259,2006,76,9.2,40.8,43.4,6.6,50
29Q259,2007,151,7.3,31.1,50.3,11.3,61.6
29Q259,2008,237,2.1,21.9,63.3,12.7,75.9
29Q259,2009,241,0.8,10.4,73.4,15.4,88.8
29Q259,2010,249,9.2,47,32.1,11.6,43.8
29Q259,2011,255,6.3,47.1,34.5,12.2,46.7
29Q268,2006,266,7.5,26.3,52.6,13.5,66.2
29Q268,2007,315,5.7,25.7,52.1,16.5,68.6
29Q268,2008,322,3.7,20.5,57.1,18.6,75.8
29Q268,2009,358,1.7,16.2,61.5,20.7,82.1
29Q268,2010,371,4.3,38.5,36.9,20.2,57.1
29Q268,2011,369,4.1,38.2,45,12.7,57.7
29Q270,2006,322,2.8,22.4,65.5,9.3,74.8
29Q270,2007,433,0.5,15.5,67.4,16.6,84.1
29Q270,2008,450,0.9,12.2,70,16.9,86.9
29Q270,2009,462,0.2,10.8,66.9,22.1,89
29Q270,2010,447,4.7,40.3,38.9,16.1,55
29Q270,2011,441,2,42.4,42.6,12.9,55.6
29Q283,2007,42,9.5,35.7,52.4,2.4,54.8
29Q283,2008,95,8.4,35.8,48.4,7.4,55.8
29Q283,2009,146,3.4,21.9,69.2,5.5,74.7
29Q283,2010,183,20.2,51.9,24,3.8,27.9
29Q283,2011,177,18.6,45.8,26.6,9,35.6
29Q295,2008,62,1.6,17.7,62.9,17.7,80.6
29Q295,2009,195,0,5.6,67.7,26.7,94.4
29Q295,2010,319,1.9,31.7,36.4,30.1,66.5
29Q295,2011,358,3.9,21.2,42.2,32.7,74.9
29Q327,2011,81,7.4,44.4,37,11.1,48.1
30Q002,2006,305,3,12.1,52.5,32.5,84.9
30Q002,2007,295,4.7,8.5,52.5,34.2,86.8
30Q002,2008,298,3.7,6.7,56.4,33.2,89.6
30Q002,2009,317,1.3,6,55.2,37.5,92.7
30Q002,2010,334,6.3,28.1,40.1,25.4,65.6
30Q002,2011,346,2.9,30.1,39.9,27.2,67.1
30Q010,2006,884,15,38,41.5,5.4,46.9
30Q010,2007,820,7.2,30,50.1,12.7,62.8
30Q010,2008,871,4.2,18.4,58.6,18.8,77.4
30Q010,2009,930,1.6,12.7,61.1,24.6,85.7
30Q010,2010,952,6.3,33,35.2,25.5,60.7
30Q010,2011,946,4.1,29.7,40.9,25.3,66.2
30Q011,2006,666,4.5,11.4,48.9,35.1,84.1
30Q011,2007,653,1.8,7.7,50.7,39.8,90.5
30Q011,2008,652,1.1,6.9,56,36,92
30Q011,2009,664,1.1,3,52,44,95.9
30Q011,2010,685,2.2,24.5,39.9,33.4,73.3
30Q011,2011,681,4.3,23.2,40.5,32,72.5
30Q017,2006,334,11.7,23.7,52.4,12.3,64.7
30Q017,2007,331,7.6,24.5,53.2,14.8,68
30Q017,2008,322,5.3,18.9,65.8,9.9,75.8
30Q017,2009,320,4.7,15.9,65.6,13.8,79.4
30Q017,2010,301,15,49.2,27.6,8.3,35.9
30Q017,2011,301,11.3,41.2,38.9,8.6,47.5
30Q069,2006,630,1.6,10.2,47.5,40.8,88.3
30Q069,2007,622,1.6,7.1,50,41.3,91.3
30Q069,2008,612,1,5.7,55.9,37.4,93.3
30Q069,2009,623,1.1,4.8,50.6,43.5,94.1
30Q069,2010,604,3.1,18.5,42.5,35.8,78.3
30Q069,2011,596,3.2,18.5,45.1,33.2,78.4
30Q070,2006,523,4.4,16.3,51.4,27.9,79.3
30Q070,2007,507,1.2,9.5,54,35.3,89.3
30Q070,2008,464,2.8,6.5,58,32.8,90.7
30Q070,2009,462,0.9,6.3,52.8,40,92.9
30Q070,2010,462,5.4,24.7,40.7,29.2,69.9
30Q070,2011,519,5.2,28.7,41.2,24.9,66.1
30Q076,2006,267,13.1,22.5,45.7,18.7,64.4
30Q076,2007,273,6.2,13.9,57.1,22.7,79.9
30Q076,2008,265,4.2,17.7,57.7,20.4,78.1
30Q076,2009,259,3.1,10,66.4,20.5,86.9
30Q076,2010,247,11.3,32.4,37.7,18.6,56.3
30Q076,2011,224,11.6,38.4,37.9,12.1,50
30Q078,2006,98,3.1,22.4,54.1,20.4,74.5
30Q078,2007,95,0,6.3,61.1,32.6,93.7
30Q078,2008,97,0,5.2,63.9,30.9,94.8
30Q078,2009,100,0,3,54,43,97
30Q078,2010,109,0.9,30.3,36.7,32.1,68.8
30Q078,2011,98,1,20.4,49,29.6,78.6
30Q084,2006,169,10.1,11.8,58,20.1,78.1
30Q084,2007,163,9.2,11,47.9,31.9,79.8
30Q084,2008,169,3.6,9.5,64.5,22.5,87
30Q084,2009,220,1.4,6.4,65.5,26.8,92.3
30Q084,2010,235,5.1,36.6,43.4,14.9,58.3
30Q084,2011,239,2.5,29.7,45.6,22.2,67.8
30Q085,2006,193,12.4,8.8,50.8,28,78.8
30Q085,2007,158,3.8,9.5,58.9,27.8,86.7
30Q085,2008,166,0.6,7.8,53.6,38,91.6
30Q085,2009,161,1.2,5.6,53.4,39.8,93.2
30Q085,2010,175,4.6,28.6,30.3,36.6,66.9
30Q085,2011,214,7.5,20.6,37.4,34.6,72
30Q092,2006,381,10,22,54.9,13.1,68
30Q092,2007,365,9.3,18.9,58.6,13.2,71.8
30Q092,2008,377,4,15.9,68.2,11.9,80.1
30Q092,2009,369,0.5,7,73.7,18.7,92.4
30Q092,2010,376,5.6,41,37.2,16.2,53.5
30Q092,2011,394,3.3,42.4,43.9,10.4,54.3
30Q111,2006,222,27.9,27.9,27.9,16.2,44.1
30Q111,2007,181,15.5,34.3,48.1,2.2,50.3
30Q111,2008,196,6.6,26,61.7,5.6,67.3
30Q111,2009,219,5,19.6,66.2,9.1,75.3
30Q111,2010,241,21.2,52.7,19.9,6.2,26.1
30Q111,2011,255,20,49.8,25.1,5.1,30.2
30Q112,2006,291,10.3,23,50.9,15.8,66.7
30Q112,2007,257,8.9,19.8,53.3,17.9,71.2
30Q112,2008,255,4.7,9.4,65.1,20.8,85.9
30Q112,2009,227,2.2,11.9,55.9,30,85.9
30Q112,2010,216,4.2,40.7,35.6,19.4,55.1
30Q112,2011,259,10.4,43.2,34,12.4,46.3
30Q122,2006,747,2.3,7.1,38.7,51.9,90.6
30Q122,2007,818,1.5,3.9,37.9,56.7,94.6
30Q122,2008,821,1.2,4.3,40.2,54.3,94.5
30Q122,2009,828,1.6,5.7,37.8,55,92.8
30Q122,2010,835,3.7,17,25.3,54,79.3
30Q122,2011,826,1.3,15.9,30.6,52.2,82.8
30Q126,2006,791,24.3,41.5,30.6,3.7,34.3
30Q126,2007,714,19.5,37.8,38,4.8,42.7
30Q126,2008,625,8.8,36.3,48.3,6.6,54.9
30Q126,2009,610,4.8,30.3,56.6,8.4,64.9
30Q126,2010,613,19.4,50.6,22.8,7.2,30
30Q126,2011,573,13.4,47.6,28.6,10.3,38.9
30Q127,2006,465,9.2,20.9,52.5,17.4,69.9
30Q127,2007,577,9,21,56.7,13.3,70
30Q127,2008,677,6.5,22.6,61.3,9.6,70.9
30Q127,2009,667,3.9,18.9,63.9,13.3,77.2
30Q127,2010,704,10.2,43.5,33,13.4,46.3
30Q127,2011,742,10.9,43.1,34.1,11.9,46
30Q141,2006,1117,11.7,27.9,48.3,12,60.3
30Q141,2007,1060,4.7,18.3,54.2,22.8,77
30Q141,2008,1028,1.7,9.6,56,32.7,88.7
30Q141,2009,996,1,7.7,56,35.2,91.3
30Q141,2010,981,3.1,20.5,35.3,41.2,76.5
30Q141,2011,1000,2,22.1,37.8,38.1,75.9
30Q145,2006,1962,17,40.9,36.4,5.7,42.1
30Q145,2007,1935,9.8,33.2,47.9,9.2,57.1
30Q145,2008,1839,5.4,26.5,54.4,13.7,68.1
30Q145,2009,1868,2.6,14.3,64.4,18.7,83.1
30Q145,2010,1927,6,39.9,34.6,19.5,54.1
30Q145,2011,1990,6.3,36.6,37.9,19.1,57.1
30Q148,2006,546,6.4,14.5,63,16.1,79.1
30Q148,2007,554,3.4,15,60.3,21.3,81.6
30Q148,2008,543,3.1,9.4,64.3,23.2,87.5
30Q148,2009,525,0.8,10.1,62.3,26.9,89.1
30Q148,2010,531,4.3,39.4,38,18.3,56.3
30Q148,2011,556,6.1,41.9,43.2,8.8,52
30Q149,2006,588,8.7,25.2,52.4,13.8,66.2
30Q149,2007,558,3.6,15.4,57.5,23.5,81
30Q149,2008,621,3.7,11.8,61.7,22.9,84.5
30Q149,2009,630,1.6,6,61.6,30.8,92.4
30Q149,2010,642,5.9,28.8,40,25.2,65.3
30Q149,2011,643,4.2,24.7,50.7,20.4,71.1
30Q150,2006,640,5.5,12.7,49.5,32.3,81.9
30Q150,2007,622,2.4,7.6,47.3,42.8,90
30Q150,2008,579,0.9,4.5,48.7,45.9,94.6
30Q150,2009,585,0.2,2.6,42.6,54.7,97.3
30Q150,2010,617,4.1,20.1,33.4,42.5,75.9
30Q150,2011,640,2.2,13.4,40.6,43.8,84.4
30Q151,2006,339,21.2,26.5,41.9,10.3,52.2
30Q151,2007,304,11.2,26,50,12.8,62.8
30Q151,2008,266,9,16.5,58.6,15.8,74.4
30Q151,2009,218,5,14.7,57.8,22.5,80.3
30Q151,2010,234,17.1,40.2,28.6,14.1,42.7
30Q151,2011,235,18.7,40,34.5,6.8,41.3
30Q152,2006,578,4.2,13.3,52.4,30.1,82.5
30Q152,2007,613,4.6,11.7,52.9,30.8,83.7
30Q152,2008,616,2.9,8.4,51.6,37,88.6
30Q152,2009,623,2.7,4.7,50.7,41.9,92.6
30Q152,2010,611,4.7,28,34.2,33.1,67.3
30Q152,2011,621,4.5,20.5,40.7,34.3,75
30Q166,2006,520,5,13.7,52.3,29,81.3
30Q166,2007,509,6.5,11.6,53.6,28.3,81.9
30Q166,2008,477,3.8,9.4,54.1,32.7,86.8
30Q166,2009,485,0.8,5.8,51.5,41.9,93.4
30Q166,2010,502,6,31.7,33.7,28.7,62.4
30Q166,2011,482,4.8,30.7,39.4,25.1,64.5
30Q171,2006,344,13.1,27.6,47.1,12.2,59.3
30Q171,2007,325,8,25.2,50.2,16.6,66.8
30Q171,2008,297,4,15.5,62.3,18.2,80.5
30Q171,2009,287,0.7,8.7,61,29.6,90.6
30Q171,2010,311,9.3,41.8,35.7,13.2,48.9
30Q171,2011,302,10.3,38.1,40.7,10.9,51.7
30Q204,2006,973,28.3,36.8,30.9,4,34.9
30Q204,2007,923,15,33.5,40.6,10.9,51.6
30Q204,2008,808,7.3,24.1,54.3,14.2,68.6
30Q204,2009,747,2.9,22.6,59.7,14.7,74.4
30Q204,2010,715,9.8,41.8,28.1,20.3,48.4
30Q204,2011,673,8.8,38,36.3,16.9,53.2
30Q212,2006,378,5,13.2,56.1,25.7,81.7
30Q212,2007,366,2.5,7.9,54.4,35.2,89.6
30Q212,2008,383,3.1,8.6,60.1,28.2,88.3
30Q212,2009,394,1.3,6.6,60.7,31.5,92.1
30Q212,2010,426,4.7,32.4,42,20.9,62.9
30Q212,2011,401,4.5,23.7,50.1,21.7,71.8
