DBN,Year,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %,Total Grads - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
05M285,2009,225,0.9,11.1,0,62.7,34.7,1.3,39.6,60.4,,,,,,8.2,58.8,28.2
05M285,2010,225,1.8,13.3,0,64,35.6,0.4,40,60,,,,,,13.6,61.7,22.2
05M285,2011,222,9.5,10.8,0.5,62.2,36.9,0.5,39.2,60.8,,,,,,,,
05M286,2005,316,7.3,17.4,0,66.8,31.6,1.3,55.7,44.3,,,,,,,,
05M286,2006,259,7.3,21.6,0,63.3,36.3,0.4,59.8,40.2,33,45.5,21.2,0.3,21.5,,,
05M286,2007,193,6.7,23.8,0.5,60.1,38.3,0.5,62.7,37.3,29.9,55.7,13.9,0.4,14.3,,,
05M286,2008,206,8.3,17.5,1.5,52.4,45.6,0,51.9,48.1,18.8,47.3,32.3,1.6,33.9,,,
05M286,2009,254,9.4,18.5,2,52.8,45.3,0,54.3,45.7,1.9,17.5,71.4,9.2,80.6,,,
05M286,2010,257,8.9,19.8,1.6,56.8,40.5,0.4,53.7,46.3,17.5,59.3,19.1,4.1,23.2,,,
05M286,2011,236,12.7,20.8,0.8,61,36.9,0.8,57.2,42.8,16.5,43.4,32.2,7.9,40.1,,,
05M302,2005,190,6.3,3.2,1.1,33.2,64.2,0.5,38.9,61.1,,,,,,,,
05M302,2006,291,5.5,5.8,1,33,64.3,0.7,41.2,58.8,3.2,22.2,65.9,8.6,74.6,,,
05M302,2007,291,8.6,7.6,0.3,38.8,59.5,0.7,40.9,59.1,2.1,19.5,65.2,13.1,78.4,,,
05M302,2008,280,5,11.1,0.4,44.3,53.9,0.7,45,55,2.6,20.4,64.2,12.8,77,,,
05M302,2009,261,7.7,13.8,0.4,50.2,48.7,0.4,47.9,52.1,0.8,14.8,73.1,11.4,84.5,,,
05M302,2010,209,12.9,17.2,1,50.2,47.4,1,52.2,47.8,6.6,44,38.1,11.3,49.4,,,
05M302,2011,192,10.4,17.7,1,52.6,43.8,2.1,53.6,46.4,2.4,42.3,47.6,7.7,55.3,,,
05M304,2005,209,2.4,7.2,2.4,35.9,55,3.8,50.7,49.3,,,,,,,,
05M304,2006,317,3.8,8.5,1.9,30.3,58,2.5,49.8,50.2,,,,,,,,
05M304,2007,414,7.2,10.9,1,33.6,56.8,3.1,51.4,48.6,,,,,,,,
05M304,2008,405,5.9,14.1,0.5,37.3,60,2.2,49.4,50.6,,,,,,64.7,31.8,3.5
05M304,2009,404,6.4,13.4,0.5,32.9,63.4,2.2,49,51,,,,,,75,15.2,7.6
05M304,2010,398,6.5,14.1,0.3,35.2,63.3,1.3,53,47,,,,,,76,8.3,7.3
05M304,2011,426,8.7,15.5,0.9,35,63.8,0.2,53.5,46.5,,,,,,,,
05M317,2005,207,1,1.4,0.5,80.7,17.9,1,42.5,57.5,,,,,,,,
05M317,2006,201,1.5,6,1,81.6,16.9,0.5,42.3,57.7,9.2,44.7,42.7,3.4,46.1,,,
05M317,2007,195,3.1,17.9,1,76.9,20,2.1,46.7,53.3,9.5,40.7,44.4,5.3,49.7,,,
05M317,2008,193,4.7,21.2,1,74.1,23.8,0.5,56.5,43.5,10.5,32.6,52.6,4.2,56.8,,,
05M317,2009,139,5.8,30.9,0.7,73.4,23.7,1.4,62.6,37.4,6.3,40.8,51.3,1.6,52.9,,,
05M317,2010,65,3.1,41.5,0,81.5,15.4,1.5,56.9,43.1,30.9,52.2,14,2.9,16.9,,,
05M318,2005,59,0,0,0,93.2,6.8,0,57.6,42.4,,,,,,,,
05M318,2006,101,,1,1,92.1,5,0,47.5,52.5,,,,,,,,
05M318,2007,139,0,3.6,0,91.4,5,1.4,52.5,47.5,,,,,,,,
05M318,2008,179,0,3.4,0,92.7,4.5,0.6,53.6,46.4,5.1,12.8,71.8,10.3,82.1,,,
05M318,2009,205,0.5,6.3,0,90.2,6.8,0.5,52.2,47.8,3.9,13,66.2,16.9,83.1,,,
05M318,2010,204,0,8.3,0,92.2,7.4,0.5,47.5,52.5,6.4,51.4,34.9,7.3,42.2,,,
05M318,2011,212,0.5,9.4,0.5,86.8,10.4,0.9,49.1,50.9,2.7,36.6,45.5,15.2,60.7,,,
05M344,2006,110,1.8,11.8,0.9,79.1,19.1,0.9,48.2,51.8,,,,,,,,
05M344,2007,221,4.1,10,1.4,74.7,22.6,0.9,52,48,13.9,42.6,43.6,0,43.6,,,
05M344,2008,254,7.5,13.4,0.8,76.8,22,0,60.2,39.8,10.2,32.6,53,4.2,57.2,,,
05M344,2009,194,9.8,21.6,1,74.7,24.2,0,59.3,40.7,6.5,47.6,45.5,0.4,45.9,,,
05M344,2010,129,10.1,21.7,0.8,78.3,19.4,0.8,58.1,41.9,34.3,55,8.9,1.8,10.7,,,
05M362,2007,94,1.1,0,9.6,11.7,52.1,24.5,52.1,47.9,,,,,,,,
05M362,2008,192,0,1,6.8,16.7,50.5,23.4,50,50,0,1.1,51.1,47.8,98.9,,,
05M362,2009,288,0.3,0.3,6.9,20.1,43.4,26.4,47.9,52.1,0,0,26.5,73.5,100,,,
05M362,2010,387,0.3,0.3,10.1,17.3,46.5,21.4,46.8,53.2,0,2.9,48.7,48.4,97.1,,,
05M362,2011,474,0.6,0.4,11.6,20,48.5,18.4,49.6,50.4,0,2.9,31.1,66.1,97.1,,,
05M367,2007,175,4.6,14.3,0.6,66.3,28.6,0.6,38.9,61.1,,,,,,,,
05M367,2008,316,8.9,18.4,0.3,62.3,36.4,0.6,46.2,53.8,7.4,46.9,45.7,0,45.7,,,
05M367,2009,397,9.1,18.9,0.5,61.7,37,0.3,44.8,55.2,2.4,40.2,54.9,2.4,57.3,,,
05M367,2010,423,8.3,21.7,0.7,63.6,35.7,0,46.8,53.2,13.9,56.6,26,3.5,29.5,,,
05M367,2011,425,9.9,21.6,0.5,61.4,38.1,0,48.7,51.3,21.1,57.7,18.3,2.8,21.1,,,
05M369,2007,148,2.7,8.8,0.7,51.4,40.5,0,18.2,81.8,,,,,,,,
05M369,2008,218,1.8,12.8,0.5,62.4,35.3,0.9,18.8,81.2,,,,,,,,
05M369,2009,331,3.6,11.5,0.6,59.2,36.9,1.5,22.1,77.9,,,,,,,,
05M369,2010,348,4.6,15.5,0.9,58.6,38.8,1.1,20.7,79.3,,,,,,72.6,11.3,16.1
05M369,2011,374,6.1,16.6,0.5,59.1,38.2,0.8,25.4,74.6,,,,,,,,
05M410,2009,72,6.9,23.6,0,76.4,22.2,0,66.7,33.3,,,,,,,,
05M410,2010,117,9.4,30.8,0,80.3,17.9,0.9,65,35,24.6,50.8,20,4.6,24.6,,,
05M410,2011,160,8.7,29.4,0,77.5,21.9,0,65.6,34.4,23,47.8,22.1,7.1,29.2,,,
05M469,2005,619,1.1,5.2,0.3,80,15.8,1.1,35.4,64.6,,,,,,73,21.6,0
05M469,2006,485,1,5.6,0.2,79.2,17.3,1.2,34.8,65.2,39.4,49,11.6,0,11.6,76.1,23.9,0
05M469,2007,426,1.9,9.2,0,78.9,19.5,0.7,34.5,65.5,31.1,51,17.2,0.7,17.9,71.2,26.9,1.9
05M469,2008,387,3.6,12.1,0,76.7,21.7,0.5,34.6,65.4,13.2,53.7,31.4,1.7,33.1,62.1,32.8,5.2
05M469,2009,417,3.6,13.7,0,78.7,20.1,0.2,38.6,61.4,1.3,31.8,63.6,3.2,66.9,56,25,11.9
05M469,2010,333,3.3,14.1,0,76,22.5,0.6,37.2,62.8,23.9,52.7,19.5,3.9,23.4,71.8,15.4,10.3
05M469,2011,347,2,13.3,0.3,76.1,22.5,0.6,39.8,60.2,11.2,49.4,29.4,10,39.4,,,
05M499,2005,1387,0.9,5.2,0.9,71,24.2,1.3,47.3,52.7,,,,,,90.3,5.2,2.2
05M499,2006,1504,0.6,5.1,0.8,72,26.7,0.4,48.5,51.5,9,13.2,64.1,13.7,77.8,78.9,11.1,3.5
05M499,2007,1417,1,5,1.1,71.9,26.3,0.6,49.3,50.7,4.8,12.4,59.7,23.1,82.8,84.3,10.7,3.6
05M499,2008,1520,1,5.5,1.4,73.4,24.5,0.5,48.7,51.3,3.9,12.5,61.7,22,83.7,67.8,26.9,5.3
05M499,2009,1596,1.2,6.9,1.3,72.6,24.2,0.7,48.2,51.8,0.7,9,61.7,28.6,90.3,78.8,14.6,3.3
05M499,2010,1543,1.6,6.6,1.1,75,22.9,0.9,49.4,50.6,6.9,30.9,39.3,23,62.2,84.9,10,3.5
05M499,2011,1556,2.4,8.9,1.2,74.4,22.8,1.3,52.2,47.8,6.6,29.4,37.8,26.1,64,,,
05M514,2011,112,9.8,28.6,1.8,61.6,35.7,0.9,52.7,47.3,,,,,,,,
05M517,2011,50,2,4,2,60,14,14,52,48,,,,,,,,
05M670,2005,536,1.3,6.7,0.7,76.3,20.9,0.4,43.8,56.2,,,,,,83.3,8.3,5.6
05M670,2006,579,0.5,7.6,1.4,74.4,22.5,0.9,45.3,54.7,2.8,44.3,50,2.8,52.8,81.5,14.8,3.7
05M670,2007,576,1.6,8.9,1,72.7,24.7,0.9,46.5,53.5,4,41,51.4,3.5,54.9,66.7,22.2,9.7
05M670,2008,583,2.1,9.6,1.5,71,26.1,0.9,46.1,53.9,5.2,32.8,56.3,5.7,62.1,73.9,17,3.4
05M670,2009,570,1.8,10.5,1.4,70.9,25.6,0.7,45.3,54.7,0,14.4,74.4,11.1,85.6,87.9,8.1,2
05M670,2010,580,2.2,11.2,0.2,76.2,22.6,0.3,44.8,55.2,3.4,49.2,40.1,7.3,47.5,71.6,14.7,10.5
05M670,2011,580,1.4,10,0.2,78.1,20.9,0.2,44.1,55.9,7.9,46.6,39.9,5.6,45.5,,,
05M685,2005,488,9.4,16.6,0.4,51.8,45.9,0.6,49.6,50.4,,,,,,58.3,29.2,8.3
05M685,2006,527,11,19.4,0.4,50.3,47.2,0.8,49.7,50.3,,,,,,50.7,31.5,16.4
05M685,2007,544,12.5,17.5,0.4,49.8,46.9,0.4,52.4,47.6,,,,,,42.9,24.2,23.1
05M685,2008,526,12,17.7,0.4,50.8,48.1,0.4,47.9,52.1,,,,,,47.3,35.2,15.4
05M685,2009,512,13.9,17,0.6,51.8,46.3,0.6,46.7,53.3,,,,,,57,29.6,9.6
05M685,2010,518,15.6,17.6,0.6,53.9,44.4,0.6,46.5,53.5,,,,,,54.5,16.5,18.2
05M685,2011,524,17.6,21,0.4,53.2,45.4,0.6,48.9,51.1,,,,,,,,
05M692,2005,403,,0.7,25.1,18.9,26.6,24.1,63.8,36.2,,,,,,,,
05M692,2006,440,,1.1,24.8,14.5,31.4,22.3,62.3,37.7,,,,,,1.2,1.2,1.2
05M692,2007,471,0.4,0.8,25.7,17,29.9,22.3,61.1,38.9,,,,,,100,0,0
05M692,2008,449,0.4,1.3,25.8,16.9,29.8,20.9,64.1,35.9,,,,,,98.3,1.7,0
05M692,2009,424,,1.7,24.5,16,27.6,22.9,62.3,37.7,,,,,,99.1,0,0.9
05M692,2010,407,,1.2,31,18.4,24.3,24.8,65.6,34.4,,,,,,99.1,0.9,0
05M692,2011,406,0,0,36.2,15,21.2,26.1,65.8,34.2,,,,,,,,
06M004,2005,659,46.4,10,0.2,10.6,88.2,0.6,55.2,44.8,,,,,,,,
06M004,2006,688,43.6,11.6,0.1,10,89.4,0.3,53.5,46.5,27.9,33.7,34.5,3.9,38.4,,,
06M004,2007,647,48.1,12.4,0,9,89,1.2,53.2,46.8,16.3,32.5,45.5,5.8,51.2,,,
06M004,2008,695,42.9,16.5,0.1,10.2,88.1,0.7,49.6,50.4,7.3,26.8,61.7,4.2,65.8,,,
06M004,2009,645,51.2,14.6,0.2,9.5,88.8,1.1,51.5,48.5,5.2,19.4,65.1,10.2,75.3,,,
06M004,2010,701,46.2,12.7,0.1,9,87.4,1.4,51.5,48.5,23.1,42.8,27.4,6.7,34.1,,,
06M004,2011,720,44.6,13.1,0.6,8.2,90.3,0.7,50.3,49.7,19.5,48.5,26.8,5.2,32,,,
06M005,2005,992,46.7,12.1,0.3,5.4,93.8,0.4,53,47,,,,,,,,
06M005,2006,943,47.7,13.7,0.2,6.2,93.2,0.3,50.9,49.1,5.4,22.4,58.3,14,72.3,,,
06M005,2007,854,51.4,15.2,0,6.1,93.3,0.6,51.6,48.4,3.2,16.9,68.2,11.7,79.9,,,
06M005,2008,802,46.3,15.8,0.2,6.2,92.8,0.6,51.1,48.9,3.1,12.8,72.3,11.8,84.2,,,
06M005,2009,789,52.6,15.5,0.5,7.4,91,0.6,49.8,50.2,1.5,9.3,68.1,21.1,89.2,,,
06M322,2005,753,28.3,12.7,0.3,4.8,94,0.4,53.8,46.2,,,,,,,,
06M005,2010,781,47.8,14.3,0.4,6.3,92.4,0.6,49.3,50.7,10.9,39.9,38.1,11.1,49.2,,,
06M005,2011,778,46.3,13.2,0.3,6.6,92.5,0.4,48.5,51.5,16.5,36.1,37.8,9.7,47.5,,,
23K518,2009,276,0.7,20.7,1.1,90.9,8,0,51.1,48.9,3.4,23.5,65.4,7.7,73.1,,,
06M008,2005,623,50.7,12.4,0.2,4.7,94.4,0.5,50.9,49.1,,,,,,,,
06M008,2006,651,47.8,13.8,0.2,4.6,95.1,0,53.1,46.9,19.8,32.7,42.6,4.9,47.5,,,
06M008,2007,612,53.6,15.2,0.7,4.4,94.3,0.5,52.6,47.4,15.8,30.4,49.4,4.5,53.9,,,
06M008,2008,580,46.2,16.6,0.5,5.2,94.1,0.2,51.6,48.4,12.5,29.7,53.4,4.4,57.8,,,
06M008,2009,588,50.9,16.2,0.7,5.3,93.7,0,49.3,50.7,8.9,16.5,63.7,10.9,74.6,,,
06M008,2010,595,44.9,12.9,0,4.2,95.1,0.7,51.9,48.1,20.9,44.3,27.5,7.3,34.8,,,
06M008,2011,568,45.2,13,0.5,3.9,95.1,0.5,50.2,49.8,14.1,40.7,37.6,7.6,45.2,,,
06M018,2005,454,50.9,8.8,1.1,2.6,95.2,0.9,51.3,48.7,,,,,,,,
06M018,2006,441,46.3,10,1.4,1.8,95.7,0.9,49.9,50.1,30,41.5,25.2,3.3,28.5,,,
06M018,2007,438,49.5,9.8,0.9,0.7,97.5,0.7,48.4,51.6,20.7,38.5,38.2,2.5,40.8,,,
06M018,2008,392,44.1,10.2,0.5,0.5,98,0.8,45.4,54.6,10.1,35.4,51,3.6,54.5,,,
06M018,2009,402,51,11.4,0.5,1.2,97.3,0.7,49,51,5.1,18.5,63,13.4,76.4,,,
06M018,2010,402,56.5,10.4,0.5,0.5,98.5,0.5,47.8,52.2,13.9,43.2,33.6,9.3,42.9,,,
06M018,2011,420,58.1,8.3,0.5,0.5,99,0,50.2,49.8,11,38,44.7,6.3,51,,,
06M028,2005,1257,40.4,7.5,0.5,18.5,78.6,1.7,50.7,49.3,,,,,,,,
06M028,2006,1261,40,7.4,0.6,18.6,78.3,1.9,50.4,49.6,18.2,29.1,43,9.6,52.7,,,
06M028,2007,996,46.1,12.7,0.5,16.6,81.5,1.4,53.4,46.6,9.9,22.6,55,12.5,67.5,,,
06M028,2008,916,46.7,12.6,0.4,15.2,83.3,0.9,53.3,46.7,6.7,12.6,67.5,13.2,80.7,,,
06M028,2009,862,51.6,12.8,0.7,14,83.9,1,51.4,48.6,3.1,11.7,63.4,21.8,85.2,,,
06M028,2010,902,50.1,13.1,0.1,13.9,84.1,1.9,52.3,47.7,11.3,41.7,34.7,12.3,47,,,
06M028,2011,885,48.1,12.8,0.1,14.7,82.5,2.3,51.9,48.1,13.6,35.7,41.3,9.4,50.7,,,
06M048,2005,648,41.4,16.7,0.8,3.7,93.7,1.1,51.5,48.5,,,,,,,,
06M048,2006,623,44.5,18.1,0.6,2.9,94.7,1.6,52,48,15.4,26.2,50.3,8,58.3,,,
06M048,2007,577,49,21.1,0.7,3.5,93.4,2.4,53.4,46.6,11,28.5,54.4,6.1,60.5,,,
06M048,2008,538,42.6,20.3,1.1,3.2,92.4,2.4,53.7,46.3,3.9,22.6,62.7,10.8,73.5,,,
06M048,2009,608,45.2,17.8,1.2,3.5,91.4,2.8,51.3,48.7,4.9,10.6,66.8,17.7,84.5,,,
06M048,2010,602,44.2,15.4,1.3,2.7,93.7,2.3,48.7,51.3,9.9,43.1,34.6,12.4,47,,,
06M048,2011,642,40.7,17.4,1.4,2.3,93.1,2.8,51.1,48.9,7.6,33.1,46.6,12.7,59.4,,,
06M052,2005,1298,30.7,11,1.3,4,94.4,0.3,51.3,48.7,,,,,,,,
06M052,2006,1115,22.7,12.2,0.8,4.2,94.3,0.7,49.3,50.7,30,34.1,32.8,3,35.9,,,
06M052,2007,922,29.1,14.9,0.8,3,95.7,0.5,51,49,17.5,36.4,38.1,8.1,46.1,,,
06M052,2008,919,29.5,16,0.4,2.7,96.2,0.5,52.1,47.9,15.4,29.5,39.7,15.4,55.1,,,
06M052,2009,828,33.9,18.1,0.2,2.7,96,1,54.5,45.5,7,27.8,52.4,12.8,65.2,,,
06M052,2010,733,36.7,18,0.3,7.1,92,0.7,55.3,44.7,17.3,43.9,28.3,10.4,38.7,,,
06M052,2011,649,37.9,17.6,0.3,6.5,92.3,0.8,52.2,47.8,15.5,44.5,32.9,7.1,40,,,
06M090,2005,423,25.5,16.1,0.2,10.9,87.7,0.5,54.1,45.9,,,,,,,,
06M090,2006,2,50,0,0,0,100,0,50,50,,,,,,,,
06M098,2005,707,45.4,9.5,0.7,1.7,96.9,0.4,50.8,49.2,,,,,,,,
06M098,2006,632,44.8,10.1,0.6,1.9,96.4,0.8,51.4,48.6,12.6,20.6,49.8,17,66.8,,,
06M098,2007,618,51.9,12.6,0.3,1.6,97.4,0.5,52.3,47.7,8.6,23,51.8,16.7,68.5,,,
06M098,2008,613,50.9,13.7,1,1.6,96.2,1,49.9,50.1,7.1,17.9,65,10,75,,,
06M098,2009,697,51.6,13.2,1.4,1.9,94.8,1.4,50.1,49.9,6.1,18.2,56.3,19.5,75.8,,,
06M098,2010,668,46,11.4,1.5,2.4,93.3,2.1,50.3,49.7,18.5,42.6,28.2,10.7,38.9,,,
06M098,2011,636,41.8,10.5,1.4,3.1,93.1,2,51.3,48.7,22.1,41.4,30,6.6,36.6,,,
06M115,2005,1052,43.6,10.5,0.2,2.5,95.5,1.1,50.5,49.5,,,,,,,,
06M115,2006,953,40.8,12,0.4,2.2,96,0.9,51,49,13.5,31.4,47.9,7.2,55.1,,,
06M115,2007,868,44,12.2,0.2,2.5,95.9,1.4,50.2,49.8,12,25.7,53.4,8.8,62.3,,,
06M115,2008,778,37,14.3,0.3,2.3,96.1,1.2,51.9,48.1,7.2,23.1,63.8,5.8,69.6,,,
06M115,2009,654,40.2,11.8,0.2,1.4,97.2,1.1,50.9,49.1,6.9,20,60.9,12.2,73.2,,,
06M115,2010,680,40,11.3,0,0.9,97.9,1,53.1,46.9,17.3,50.9,27.7,4.1,31.8,,,
06M115,2011,674,36.5,9.8,0,0.9,97.3,1.5,52.2,47.8,14.8,48.8,31.8,4.6,36.4,,,
06M128,2005,991,43.6,15.6,1.2,3,94.9,0.8,52.9,47.1,,,,,,,,
06M128,2006,887,40.8,15.7,1.2,3.7,94.1,0.7,51.7,48.3,17.7,24.9,47.8,9.6,57.4,,,
06M128,2007,817,46.4,14.9,1.1,4.5,93.3,0.9,52,48,10.4,26.5,50.1,13,63.1,,,
06M128,2008,782,38.4,15.9,1.3,5,92.8,0.9,49.9,50.1,9.5,23.2,54.7,12.6,67.3,,,
06M128,2009,735,42.9,15.5,0.7,3,95.5,0.7,50.7,49.3,4.3,16.3,59.2,20.2,79.3,,,
06M128,2010,722,37.8,14.3,0.6,3.6,95,0.8,52.1,47.9,9.9,46.6,32.5,11,43.5,,,
06M128,2011,652,36.3,13.3,0.2,3.8,95.4,0.6,51.2,48.8,16,45.8,30.9,7.3,38.2,,,
06M132,2005,1042,53.9,13.2,0.7,1.6,97.3,0.4,52.9,47.1,,,,,,,,
06M132,2006,966,56.3,14.8,0.7,1.1,97.5,0.4,51.1,48.9,15.7,32.7,46,5.6,51.6,,,
06M132,2007,911,62,15.9,0.8,1.1,97.6,0.5,50.4,49.6,7.4,29.5,55.7,7.4,63.1,,,
06M132,2008,852,54.6,18.7,0.8,0.7,97.1,0.8,53.5,46.5,8,23.4,58.7,10,68.6,,,
06M132,2009,781,57.9,18.2,0.9,1.4,96.3,0.5,52.1,47.9,4.3,15.3,63.2,17.1,80.4,,,
06M132,2010,794,57.7,13.6,0.6,0.6,96.6,1.4,53.9,46.1,15.2,51.5,25.2,8.1,33.3,,,
06M132,2011,793,53.8,13.6,0.4,1,96.7,1.6,52.8,47.2,17.9,49.1,28.4,4.6,33,,,
06M143,2005,1572,31.7,13,0.3,2,96.9,0.6,53.6,46.4,,,,,,,,
06M143,2006,1141,26.5,14.9,0.4,1.4,97.5,0.5,56,44,21.4,42.8,32.9,2.9,35.8,,,
06M143,2007,859,37.4,17.3,0.2,1.7,97.1,0.9,56.3,43.7,17.1,43.4,35.6,3.8,39.5,,,
06M143,2008,694,30.8,17.3,0.6,2.2,96.7,0.6,57.5,42.5,8.4,39.8,46.7,5.1,51.8,,,
06M143,2009,751,36.9,21.6,0.3,2.5,96,1.2,51,49,6.2,30.2,55.4,8.3,63.7,,,
06M143,2010,672,42.4,20.5,0,2.4,94.3,3.3,53.3,46.7,21.5,51.7,21.2,5.6,26.8,,,
06M143,2011,612,44.8,22.1,0,2.8,94.3,2.8,54.6,45.4,19.9,45.6,26.2,8.3,34.5,,,
06M152,2005,1149,33.6,12.6,0.4,1.5,97.2,0.9,51.3,48.7,,,,,,,,
06M152,2006,1111,33.9,13,0.7,1.4,96.9,0.8,51.2,48.8,13.6,27.4,49,10,59,,,
06M152,2007,970,37.4,15.4,0.2,1.4,97.7,0.6,49.9,50.1,5.9,24,58.9,11.2,70.1,,,
06M152,2008,864,32.2,16.2,0.2,1.2,97.8,0.7,48.3,51.7,5.2,17.7,65.7,11.4,77.1,,,
06M152,2009,825,37.3,14.8,0.2,0.4,98.4,0.8,51,49,3.9,14.5,61.9,19.6,81.5,,,
06M152,2010,779,31.5,13.2,0.6,1.2,97.3,0.9,51.2,48.8,10.4,43.9,30.4,15.3,45.7,,,
06M152,2011,725,34.3,12.7,0.8,2.3,94.8,1.2,52,48,11.8,42.8,35,10.4,45.4,,,
06M153,2005,1227,35.5,10,0.5,22.3,75.7,0.7,51.8,48.2,,,,,,,,
06M153,2006,1054,42.1,11.2,0.5,18.8,79.1,0.9,50.3,49.7,19,25.5,44.1,11.4,55.6,,,
06M153,2007,1004,44.9,11.4,0.3,19.1,79,1.1,47.9,52.1,8.5,22.4,53.3,15.8,69.1,,,
06M153,2008,1001,33.3,10.2,0.2,18,78.8,2.1,48.6,51.4,4.7,12.7,64.7,17.9,82.5,,,
06M153,2009,995,34.5,11.6,0.5,17.9,78,2.6,49.5,50.5,1.9,7.9,67.4,22.8,90.2,,,
06M153,2010,1029,36.8,11.2,1.2,18.4,77.3,2.8,50.3,49.7,4.7,34.4,34.7,26.3,60.9,,,
06M153,2011,959,35,11.3,1.6,16.4,78.7,3,49.8,50.2,5.4,35,38.8,20.8,59.6,,,
06M164,2005,340,33.2,9.7,0.6,13.2,85.9,0,49.7,50.3,,,,,,,,
06M164,2006,2,,0,0,100,0,0,50,50,,,,,,,,
06M173,2005,966,43,12.3,2.6,3.2,90.1,3.6,50.6,49.4,,,,,,,,
06M173,2006,854,38.4,13.2,2.1,3.9,89.5,4,50.8,49.2,15.2,29.6,44.7,10.4,55.1,,,
06M173,2007,821,41.3,12.3,1.8,2.8,92.2,3.2,52.1,47.9,10.2,26.1,51.5,12.2,63.7,,,
06M173,2008,746,31.4,9.4,1.6,3.2,91.7,2.9,51.5,48.5,7.8,22,56.5,13.8,70.3,,,
06M173,2009,707,32,9.5,1.6,3.1,92.4,2,51.3,48.7,4.1,11.4,60.3,24.2,84.5,,,
06M173,2010,685,24.2,8.9,1.3,4.7,89.9,3.2,50.8,49.2,13.7,34.1,34.7,17.5,52.2,,,
06M173,2011,718,23,10.2,1.1,3.3,92.2,2.6,49.7,50.3,8.8,38.7,35.6,16.9,52.5,,,
06M178,2005,346,40.2,9.8,2.9,3.8,87.9,4.9,53.5,46.5,,,,,,,,
06M178,2006,290,27.9,13.1,3.1,3.1,81.7,11.7,53.8,46.2,,,,,,,,
06M178,2007,267,28.5,16.1,1.9,1.9,80.9,15,52.4,47.6,,,,,,,,
06M178,2008,235,23.8,24.7,0.9,5.1,76.6,16.2,53.6,46.4,,,,,,,,
06M178,2009,229,19.2,25.8,0.9,6.1,70.7,20.5,56.8,43.2,,,,,,,,
06M178,2010,238,23.5,22.7,1.3,5.9,74.4,17.6,51.3,48.7,,,,,,,,
06M178,2011,226,23.9,18.6,0.9,5.3,73,15.9,49.1,50.9,,,,,,,,
06M187,2005,365,18.9,7.1,6.8,3,64.9,24.9,50.1,49.9,,,,,,,,
06M187,2006,372,21.8,5.4,6.2,2.4,59.9,30.6,50.3,49.7,10.2,19.3,49.5,21,70.5,,,
06M187,2007,411,15.8,7.1,6.6,1.7,52.3,38.4,48.9,51.1,5.4,19.7,46.8,28,74.9,,,
06M187,2008,769,9.8,11.7,5.2,2.1,60.5,31.2,49.3,50.7,2.7,15.8,60,21.5,81.4,,,
06M187,2009,784,11.2,12,5.1,2.8,58.3,31.9,48.5,51.5,1.2,9.1,56.7,33,89.7,,,
06M187,2010,794,10.7,12.1,5.4,3.7,57.1,32.9,46.7,53.3,6.2,28.3,37.1,28.3,65.5,,,
06M187,2011,798,8.6,11,3.6,2.5,55.4,35.1,46,54,3.4,23.5,45.5,27.6,73,,,
06M189,2005,1263,41.4,10.2,0.2,0.9,97.9,0.3,48.2,51.8,,,,,,,,
06M189,2006,1183,43.7,10.7,0.2,0.6,98.6,0.4,47.4,52.6,16.8,26.3,46,10.8,56.9,,,
06M189,2007,1114,51.3,11.5,0.1,0.3,99.2,0.4,47.8,52.2,8.2,24.7,54.4,12.8,67.1,,,
06M189,2008,1057,43.8,11,0.1,0.7,98.7,0.6,49.5,50.5,9,20.7,57.9,12.4,70.3,,,
06M189,2009,1069,47.3,11.5,0.4,0.7,97.8,0.6,49.8,50.2,5.1,11.7,62.4,20.9,83.2,,,
06M189,2010,1076,41.3,10.2,0.4,0.7,98,0.8,50.1,49.9,12.6,43.5,29,14.9,43.9,,,
06M189,2011,1120,40.6,11,0.5,1,97.4,1.1,48.6,51.4,8.8,38.9,40.6,11.6,52.2,,,
06M192,2005,609,34.5,14.4,0.3,7.9,91.8,0,52.2,47.8,,,,,,,,
06M192,2006,546,37.7,14.5,0.4,6.2,93,0.2,53.7,46.3,19.2,37.9,39.8,3.1,42.9,,,
06M192,2007,468,46.6,16,0.4,6.4,92.3,0.9,51.9,48.1,17.2,32.1,46.6,4.1,50.7,,,
06M192,2008,437,38.9,16.5,0.7,6.4,91.8,0.9,54.7,45.3,9.6,26.5,58.6,5.2,63.9,,,
06M192,2009,380,40.3,14.2,0.3,5.5,91.6,0.8,58.4,41.6,5,19.2,63,12.8,75.8,,,
06M192,2010,370,37,11.4,0.3,7.6,91.1,1.1,53.2,46.8,15.8,48.7,28.3,7.2,35.5,,,
06M192,2011,372,29.3,13.4,0.5,8.9,88.4,1.9,49.7,50.3,8.3,47.6,40,4.1,44.1,,,
06M210,2005,192,56.8,8.3,0,2.1,97.9,0,47.4,52.6,,,,,,,,
06M210,2006,257,51.4,8.6,0,1.6,98.4,0,48.6,51.4,13.9,35.2,41,9.8,50.8,,,
06M210,2007,377,48.8,10.1,0,2.4,97.1,0.3,48.8,51.2,5,45.3,46,3.6,49.6,,,
