DBN,Year,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %,Total Grads - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
24Q049,2008,521,3.1,11.9,14.4,1.3,28.8,53.2,54.9,45.1,1.3,7.3,42.7,48.7,91.4,,,
24Q049,2009,708,6.6,15,15.8,1.6,28.7,52.4,55.5,44.5,0.4,3.7,44.7,51.2,95.9,,,
24Q049,2010,904,5,14.3,14.7,1.5,29.8,54,54.2,45.8,2.8,18.8,41.8,36.8,78.5,,,
24Q049,2011,1060,4.7,12,15.1,1.4,29.2,54.2,53.4,46.6,1.4,15.6,43.8,39.2,83,,,
24Q058,2005,872,10.1,13.4,33.1,2.2,28.1,36.2,50.9,49.1,,,,,,,,
24Q058,2006,918,12.9,14.2,33.4,2,28.6,35.7,49.7,50.3,4.3,14.4,45.7,35.6,81.3,,,
24Q058,2007,949,15.3,14,32.8,1.8,31.7,33.2,49.6,50.4,4.2,7.9,49.1,38.8,87.9,,,
24Q058,2008,974,9.3,14.2,32.2,1.6,34,31.6,51.6,48.4,2.7,6.3,52.1,39,91,,,
24Q058,2009,964,14.6,14.8,33.1,1.1,34.8,30.4,52.4,47.6,1.4,5.1,48.2,45.3,93.5,,,
24Q058,2010,947,15.4,14,33.3,1.7,35.4,29.3,53.7,46.3,3.1,19.3,39.5,38.1,77.6,,,
24Q058,2011,1011,15,14.6,32.4,1.1,38.2,27.8,52.3,47.7,3.1,23.5,42.2,31.1,73.3,,,
24Q061,2005,1901,31.4,10.3,9.3,9,79.5,1.9,51.7,48.3,,,,,,,,
24Q061,2006,2027,30.9,10.7,10,8,80.1,1.8,51.6,48.4,29,40.9,26.9,3.2,30.1,,,
24Q061,2007,2054,37.4,12.1,10.8,6.7,80.7,1.7,52.8,47.2,18.4,39.3,37.2,5.1,42.4,,,
24Q061,2008,2145,30.2,12.2,11.1,6.2,80.2,2.4,53.7,46.3,8.2,33.6,48.2,10.1,58.2,,,
26Q067,2008,951,1.9,8,54.2,3.2,11.6,30.8,52.2,47.8,0.6,4.7,32.8,61.8,94.6,,,
24Q061,2009,2082,35.7,13.4,11.7,5.8,80.5,1.9,54.9,45.1,5.4,23.1,56.3,15.2,71.5,,,
24Q061,2010,2213,36.9,13.4,10.8,5.2,82.1,1.8,54.8,45.2,14.5,40.7,27.2,17.6,44.8,,,
24Q061,2011,2318,35.4,13.4,11.6,5.5,81.3,1.5,55.2,44.8,11.5,37.6,34.9,16.1,51,,,
24Q068,2005,826,17.1,15,6.7,3.5,77,12.3,53.3,46.7,,,,,,,,
24Q068,2006,855,18.8,16.7,5.7,4.2,76.1,13.8,52.7,47.3,7.6,14.9,48.6,29,77.5,,,
24Q068,2007,832,21.4,15.9,4.6,3.2,79.1,13,52.8,47.2,4,14.4,55.3,26.3,81.6,,,
24Q068,2008,828,17.6,14.6,4.8,3.9,77.9,12.8,53,47,4.6,10.9,60.3,24.3,84.6,,,
24Q068,2009,816,23.9,15.3,4.5,3.4,79.2,11.8,51.6,48.4,3,8.2,57.5,31.3,88.8,,,
24Q068,2010,766,23.1,15.9,3.8,4.2,81.2,10.6,52,48,12.8,33.7,35.6,17.9,53.6,,,
24Q068,2011,758,23.1,15.2,4,4,80.6,11.2,52.5,47.5,8.2,31.4,45.9,14.4,60.3,,,
24Q071,2005,921,15.1,13.6,6.2,2,45.9,45.8,51.2,48.8,,,,,,,,
24Q071,2006,955,15.8,14.9,5.3,2.1,47.4,44.8,52.3,47.7,7,19.6,55,18.4,73.4,,,
24Q071,2007,964,19.8,15.6,4.6,1.3,49.9,44.1,51.7,48.3,3.7,17.6,57,21.7,78.7,,,
24Q071,2008,945,15.8,15.8,4.9,2,49.3,43.8,52.7,47.3,2.5,13,64.7,19.9,84.6,,,
24Q071,2009,991,19.5,14.6,5.8,1.2,45.3,45.8,51.5,48.5,0.7,9.5,60.1,29.7,89.8,,,
24Q071,2010,1006,20.2,14,5.9,1.6,47.1,45.3,50.2,49.8,6.4,35.1,35.5,23,58.5,,,
24Q071,2011,982,16.9,12.5,4.4,1.8,50.7,43,51.6,48.4,5.9,29.3,45.1,19.8,64.8,,,
24Q073,2005,1777,16.7,7.7,23.7,1.3,62.5,12.4,53.3,46.7,,,,,,,,
24Q073,2006,1686,15.2,9,24.4,1.2,61.5,12.8,51.8,48.2,11.6,36.6,41.1,10.7,51.8,,,
24Q073,2007,1676,18.6,11.5,26.1,1.6,60.7,11.6,52.3,47.7,6,24.4,49.7,20,69.7,,,
24Q073,2008,1694,12,12.8,27.4,1.1,59.7,11.5,48.9,51.1,3.3,14.2,54,28.5,82.5,,,
24Q073,2009,1661,17.3,13.1,26.5,1.1,62.1,10.2,49.6,50.4,1.1,8.6,54.5,35.8,90.3,,,
24Q073,2010,1534,19.9,13.6,25,1.5,63.6,9.7,48.4,51.6,3.6,25.9,37.5,33.1,70.5,,,
24Q073,2011,1497,16.2,13.7,25.8,1.2,58.4,14.5,51,49,4.2,25.8,40.4,29.6,70,,,
24Q077,2005,1264,12.4,13.2,9.4,4.3,71.4,14.8,52,48,,,,,,,,
24Q077,2006,1265,11.6,12.7,9.2,5,70.1,15.4,53.6,46.4,15.8,35.6,41.3,7.3,48.6,,,
24Q077,2007,1184,14.9,15,8.9,4.7,70.7,15.4,53,47,7.8,32.6,47.4,12.1,59.5,,,
24Q077,2008,1151,13.5,16.2,8.7,3.6,73.2,14.4,53.7,46.3,3.6,18.8,59.5,18.2,77.7,,,
24Q077,2009,1139,17.5,17.5,9.5,4,72,14.5,52.2,47.8,1.5,12.8,63.5,22.2,85.7,,,
24Q077,2010,1149,18.4,16.8,8.1,3.9,74.6,13.4,53.2,46.8,8.2,36.5,35.6,19.7,55.3,,,
24Q077,2011,1117,18.8,18.2,8.2,3.5,74.3,14,53.5,46.5,7.4,35.3,41.9,15.4,57.3,,,
24Q081,2005,1205,20.6,10.9,9,1.2,82,7.1,50.8,49.2,,,,,,,,
24Q081,2006,1192,16.6,13.2,9.1,1.6,81.9,7,51.8,48.2,8.7,18.3,58.4,14.6,72.9,,,
24Q081,2007,1208,18.4,14.7,8.8,1.4,81.5,7.6,53.5,46.5,2.6,13.5,62,21.9,83.9,,,
24Q081,2008,1164,15,15.4,8.5,1.5,83.1,6.6,51.5,48.5,2.3,6.7,67.1,23.9,91,,,
24Q081,2009,1136,17.2,16.4,7.8,1.1,83.3,7.2,53.9,46.1,0.7,6,64.1,29.2,93.3,,,
24Q081,2010,1098,17.9,16.9,6.2,1.4,85.6,6.6,51,49,6.7,35.3,38.5,19.5,58,,,
24Q081,2011,1025,17.7,17,5.7,1.3,87.2,5.1,51.9,48.1,5,32.9,48,14.1,62.1,,,
24Q087,2005,617,4.1,23.2,5.5,1.9,31.1,61.3,53.3,46.7,,,,,,,,
24Q087,2006,634,6.6,21.8,5.8,2.1,36,55.8,56,44,9.1,23.1,52.3,15.5,67.8,,,
24Q087,2007,617,10.2,23.7,5.7,2.4,37.4,53.6,54.8,45.2,6,20.6,52.6,20.8,73.4,,,
24Q087,2008,584,7,24.1,4.3,2.4,40.1,52.2,51.7,48.3,3.3,13.9,60.2,22.7,82.9,,,
24Q087,2009,570,9.5,26.8,4,1.8,41.4,50.9,51.6,48.4,1.6,10.9,62.2,25.3,87.5,,,
24Q087,2010,569,9.5,25.3,4.7,2.1,43.8,49,48.9,51.1,7.1,34.5,37.2,21.2,58.4,,,
24Q087,2011,583,8.1,25.9,4.8,1.5,45.1,44.6,51.1,48.9,5.1,31.7,45.1,18.1,63.2,,,
24Q088,2005,1093,13.2,14,6.3,2.1,53.2,38.2,51,49,,,,,,,,
24Q088,2006,1050,12,15.9,5.4,2.1,53.5,38.6,50.6,49.4,6.6,18.5,54.8,20.1,74.9,,,
24Q088,2007,1025,17.8,17.1,6.7,2,51.2,39.6,52.5,47.5,3.6,14.3,59.9,22.2,82.1,,,
24Q088,2008,1031,17.7,19.7,6.6,2,53.1,37.3,51,49,1.6,13,58.7,26.8,85.4,,,
24Q088,2009,1079,20.6,18.7,7.8,2.1,52.5,36.4,51.6,48.4,1.6,11.8,60,26.6,86.6,,,
24Q088,2010,1065,19.3,18.1,9.4,1.6,52,36.6,47.4,52.6,6.9,36.8,33.7,22.6,56.2,,,
24Q088,2011,1087,18.9,17.6,8.5,1.6,53.5,36,49,51,5.5,33.7,42.9,18,60.8,,,
24Q089,2005,1683,40.7,7.7,23.2,0.2,72.3,4.1,48.8,51.2,,,,,,,,
24Q089,2006,1648,45.6,9.2,21.6,0.4,72.6,5.2,49,51,9.7,24.6,53.3,12.4,65.7,,,
24Q089,2007,1618,53.8,11.4,19.3,0.2,75.1,5.1,49.4,50.6,5.4,15.1,56,23.6,79.5,,,
24Q089,2008,1627,47.7,11.7,19,0.4,75.5,4.7,49.8,50.2,2.7,9.9,66.1,21.3,87.4,,,
24Q089,2009,1719,51.6,11.9,21.8,0.5,73.5,4,49.4,50.6,1.7,10.4,59.4,28.5,87.9,,,
24Q089,2010,1822,44.3,10.4,23.9,0.4,72.3,3.4,49.3,50.7,4.4,30.9,39.8,24.9,64.7,,,
24Q089,2011,1871,42.2,11.2,20.1,0.2,77.3,2.4,50.5,49.5,3.5,23.5,46.3,26.7,73,,,
24Q091,2005,803,6.1,23.7,4.9,2.1,39.4,52.9,53.1,46.9,,,,,,,,
24Q091,2006,793,6.2,23.2,5.3,2.1,40.5,50.8,51.1,48.9,11.6,14.7,46,27.8,73.8,,,
24Q091,2007,863,12.7,23.8,5.6,2.3,43,48.1,51.2,48.8,9.1,11.9,46.4,32.6,79,,,
24Q091,2008,870,10.2,21.7,6.3,2.3,42.6,47.7,50,50,4.8,11.5,55.4,28.3,83.7,,,
24Q091,2009,881,10.9,23.6,5.8,1.5,48.4,42.9,52.9,47.1,2.7,9.3,49.7,38.4,88,,,
24Q091,2010,842,9,19.8,6.4,1.8,52.7,38.6,52.4,47.6,8.1,34,28.9,29.1,57.9,,,
24Q091,2011,842,8.6,17.6,4.9,1.9,52.4,40.4,52.1,47.9,8.1,32.6,37.7,21.6,59.3,,,
24Q093,2005,1426,11,8.1,7.4,2.2,68.6,21.3,50.2,49.8,,,,,,,,
24Q093,2006,1362,8,9,6.9,1.4,71.7,19.5,52.4,47.6,12.8,34.7,44.4,8.2,52.6,,,
24Q093,2007,1326,11.8,10.3,8.1,2.6,68.7,20.2,53.2,46.8,6.8,28.7,49.3,15.1,64.4,,,
24Q093,2008,1304,11.1,12.9,9.6,2.7,66,21.5,52.2,47.8,2.8,16.7,61.7,18.9,80.6,,,
24Q093,2009,1309,15.2,14.4,9.5,2.6,68.1,19.7,51.4,48.6,1.8,12.1,64.9,21.2,86.1,,,
24Q093,2010,1305,15.7,14.3,9.4,1.7,69.7,19.2,50.8,49.2,7.1,31.7,38,23.1,61.1,,,
27Q065,2010,510,8.8,15.3,38.6,9.2,44.3,4.7,53.7,46.3,5.5,30.9,38.5,25.1,63.6,,,
24Q093,2011,1296,13.3,14.6,9.3,1.6,70.4,18.8,50.2,49.8,8.7,32.1,38.7,20.5,59.2,,,
24Q102,2005,814,20.5,4.8,59.2,2.1,31.7,6.9,50.6,49.4,,,,,,,,
24Q102,2006,827,18.9,6.8,58.6,1.3,31.6,8.2,50.1,49.9,4.3,17.4,50,28.3,78.3,,,
24Q102,2007,823,23.6,8.6,57,1.3,33.4,8,52.1,47.9,3.6,10,50,36.4,86.4,,,
24Q102,2008,848,17.1,10.7,56.8,0.9,35.3,6.8,50.9,49.1,2.2,8.3,50.8,38.7,89.5,,,
24Q102,2009,1024,20.7,10.4,59,1.3,33.3,5.8,51.4,48.6,1.3,6.3,50,42.5,92.5,,,
24Q102,2010,1177,16.8,10.8,56.2,1.6,37.3,2.8,52.4,47.6,3.4,22.4,38.9,35.3,74.2,,,
24Q102,2011,1194,19,10.9,56.6,1.3,37.7,2.9,52.3,47.7,2.8,18.4,44.2,34.6,78.7,,,
24Q113,2005,549,2.2,8.4,7.5,2.6,23,66.5,51.2,48.8,,,,,,,,
24Q113,2006,509,2.4,9.8,7.9,2.6,24.2,65.2,55.4,44.6,0,3.3,44.5,52.2,96.7,,,
24Q113,2007,517,3.3,11.4,6.6,1.9,29.2,62.3,54.2,45.8,0,3.1,42,54.9,96.9,,,
24Q113,2008,549,0.7,11.7,6.2,1.8,26,63.9,54.6,45.4,0,0,50.2,49.8,100,,,
24Q113,2009,696,1.6,14.1,6.6,1.3,26.3,62.2,52.9,47.1,0,0.4,42.3,57.3,99.6,,,
24Q113,2010,836,2,12.4,6.2,1.3,32.3,59.9,52.9,47.1,0.5,14.9,44.3,40.3,84.6,,,
24Q113,2011,937,1.3,11.6,6.8,0.9,33.6,58.5,52.2,47.8,1.1,14.8,50.2,34,84.2,,,
24Q119,2005,1119,5.9,9.7,6.5,3,31.1,59.2,51,49,,,,,,,,
24Q119,2006,1075,3.8,10.1,7.1,2.6,32.5,57.6,50.1,49.9,12.6,30.8,43.7,12.9,56.6,,,
24Q119,2007,1108,4,10.3,9.8,2.4,33.8,53.8,50.4,49.6,6.9,24.5,51.5,17.1,68.6,,,
24Q119,2008,1150,3.5,11.8,9.3,2.3,37.3,50.9,50.9,49.1,2.7,17.8,53.7,25.7,79.5,,,
24Q119,2009,1100,5,13.5,12.3,1.6,39.7,46.1,52.9,47.1,1.3,11.4,57.5,29.7,87.2,,,
24Q119,2010,981,5.9,16.6,13.4,1.8,41,43.1,54.6,45.4,7.1,27.8,30.2,34.9,65.2,,,
24Q119,2011,901,6.2,16.2,20.4,2.4,39.2,37,54.8,45.2,5.2,26.8,29.1,38.9,68,,,
24Q125,2005,1605,22,10.2,32.2,3.6,57.4,6.7,52,48,,,,,,,,
24Q125,2006,1641,19.8,9.1,33.6,3,56.2,7.1,51.4,48.6,12.7,31.7,42.6,12.9,55.5,,,
24Q125,2007,1679,18.9,9.1,35.1,2.6,55.3,6.9,52.2,47.8,7.5,25.6,46.2,20.7,66.9,,,
24Q125,2008,1626,16.1,9.1,35.9,2.1,55.9,6,51.1,48.9,3,18,53.1,25.8,78.9,,,
24Q125,2009,1617,21.2,9.6,37.5,2,55,5.2,51.6,48.4,1.7,10.1,55.2,33,88.3,,,
24Q125,2010,1657,19.4,11.2,38,3,53.1,5.9,51.9,48.1,3.2,26,38.2,32.5,70.7,,,
24Q125,2011,1642,19,11.4,37.8,2.7,53.5,5.8,51.6,48.4,2.6,23.4,41.8,32.2,74,,,
24Q128,2005,354,2.3,14.4,5.6,0.8,9.6,83.3,51.7,48.3,,,,,,,,
24Q128,2006,391,3.8,15.9,6.1,1.3,11.5,80.8,50.4,49.6,0.6,2.2,36.5,60.7,97.2,,,
24Q128,2007,395,2.8,15.4,5.1,1,16.7,77,50.9,49.1,1.1,5.2,46.6,47.1,93.7,,,
24Q128,2008,438,3.2,16.9,5.3,1.1,16.7,74,49.5,50.5,0,2.4,49.1,48.5,97.6,,,
24Q128,2009,545,4.2,14.5,5.7,0.7,17.4,75,51.4,48.6,0,1,45.9,53.1,99,,,
24Q128,2010,676,4.7,12,5.8,0.9,18.2,75,50.3,49.7,0.7,11.8,31.2,56.3,87.5,,,
24Q128,2011,798,4.5,10,4.9,0.6,18,75.8,47.4,52.6,1.3,12.2,37.6,48.9,86.5,,,
27Q123,2006,619,2.6,17,6.5,77.5,12.9,2.3,49.3,50.7,11.5,27.9,47.9,12.8,60.7,,,
24Q143,2005,1220,41.5,8.1,8,3.2,87.1,1.5,51.4,48.6,,,,,,,,
24Q143,2006,1210,44.5,8.7,7.9,2.3,87.5,2.1,49,51,11.5,20.3,47.3,20.8,68.2,,,
24Q143,2007,1233,50.4,8.8,5.8,1.9,90.3,1.9,51,49,5.5,15.4,50.1,29,79.1,,,
24Q143,2008,1284,36.4,10.3,6.4,1.6,87.2,1.9,52.9,47.1,4.3,8.6,53.7,33.3,87,,,
24Q143,2009,1424,39.5,9.7,5.8,2.2,89.9,1.5,52.7,47.3,2.9,7.1,52.5,37.5,90,,,
24Q143,2010,1511,40,9,6.2,2.1,91.3,0.4,52.1,47.9,5.3,31.7,39.4,23.7,63,,,
24Q143,2011,1666,33,9.1,6,1.9,91.7,0.4,52.2,47.8,7.4,34.7,41.7,16.1,57.9,,,
24Q153,2005,1349,12.2,10.1,7,1.8,42.8,48.1,52.3,47.7,,,,,,,,
24Q153,2006,1361,10.5,10.1,6.5,1.6,45.6,45.8,51.7,48.3,10.8,19.9,43.6,25.7,69.3,,,
24Q153,2007,1375,13.2,10.8,6.6,1.3,47,45.1,50.8,49.2,6.3,13,50.8,29.9,80.7,,,
24Q153,2008,1405,11,11.4,6.5,1.4,46.8,44.3,50.3,49.7,3.8,8.2,52.3,35.7,88,,,
24Q153,2009,1413,13,13.2,7.1,1.1,48.1,41.7,50,50,0.7,7.5,47.7,44,91.8,,,
24Q153,2010,1412,11.1,13.5,7.3,1.1,47,44.7,51.1,48.9,5.2,25.9,37.2,31.7,68.8,,,
24Q153,2011,1455,9.7,11.6,7.1,1,48,43.8,49.6,50.4,4.3,23.1,41.6,31,72.6,,,
24Q199,2005,983,41.1,7.4,29.7,0.8,58.9,10,52.3,47.7,,,,,,,,
24Q199,2006,972,45.2,7.6,27.9,0.7,60,10.9,50.6,49.4,4,13.8,55.9,26.3,82.2,,,
24Q199,2007,991,49.4,7.9,27.7,1.2,57.9,12.3,50.5,49.5,2.2,7.1,54.1,36.7,90.8,,,
24Q199,2008,998,39.4,8,27.9,0.8,58.5,11.8,50.6,49.4,2.2,8.1,61.2,28.6,89.8,,,
24Q199,2009,1021,47.6,9.8,30.6,1,61.1,6.8,50,50,0.5,6.6,53.2,39.7,92.9,,,
24Q199,2010,1040,46.3,11,30.8,1.2,61.3,6.1,49.8,50.2,8.6,27.3,38.6,25.5,64.1,,,
24Q199,2011,1017,44.1,12.3,34.4,0.5,58.3,5.9,48.8,51.2,5.8,21.1,43.1,29.9,73.1,,,
24Q229,2005,1212,10.8,16.6,29.6,3.8,39.4,27.2,50.1,49.9,,,,,,,,
24Q229,2006,1235,11.4,16.8,30,2.8,37.7,29.6,51.7,48.3,6.1,14.6,43.6,35.7,79.3,,,
24Q229,2007,1284,15.2,16.1,31.5,2.9,37.6,27.9,50.2,49.8,4.3,10.2,45.9,39.6,85.5,,,
24Q229,2008,1327,11.5,16.7,32.5,2.2,38.2,26.6,51.1,48.9,1.5,7.2,50.2,41.1,91.3,,,
24Q229,2009,1339,12.5,16.1,33.5,2.2,38.2,25.1,53.2,46.8,0.9,5.1,48.6,45.4,93.9,,,
24Q229,2010,1421,10.5,14.9,34.3,2,38.6,25.1,51.7,48.3,3.5,18.5,37.7,40.3,78,,,
24Q229,2011,1522,9.6,15.3,34.3,1.7,39.9,23.9,50.9,49.1,3.4,16.9,40.2,39.5,79.7,,,
24Q239,2005,811,22.3,9,6.7,2.6,78.9,11.5,50.1,49.9,,,,,,,,
24Q239,2006,826,25.3,9.6,7.1,2.5,79.9,10.3,50.5,49.5,7,24.6,52.6,15.8,68.4,,,
24Q239,2007,792,28,12,6.9,3.3,78.4,11,49.7,50.3,8.8,20.7,56.2,14.3,70.6,,,
24Q239,2008,797,26.9,14.9,7.9,2.5,81.3,8,49.7,50.3,6.6,19.6,62.9,10.9,73.7,,,
24Q239,2009,790,29.7,13.7,8.6,2.2,80.8,8.2,49.4,50.6,4.3,14.1,65.5,16.1,81.6,,,
24Q239,2010,809,28.1,14.3,8.9,3.5,78.7,8.9,50.2,49.8,7.4,41.6,37.9,13.1,51,,,
24Q239,2011,779,29.1,14.9,11,3.5,75.9,9.4,50.2,49.8,7.2,39.3,40.3,13.3,53.6,,,
24Q264,2005,108,16.7,6.5,17.6,13,50,8.3,40.7,59.3,,,,,,,,
24Q264,2006,213,10.3,7,20.7,13.6,49.8,15,49.3,50.7,,,,,,,,
24Q264,2007,331,8.5,7.9,16.9,10.6,55.3,16.6,45.3,54.7,,,,,,,,
24Q264,2008,386,7.5,9.3,16.3,12.4,55.7,15.5,44.3,55.7,,,,,,,,
24Q264,2009,397,8.1,9.8,14.6,11.8,55.7,15.6,45.8,54.2,,,,,,86.9,10.7,2.4
24Q264,2010,425,8,9.2,15.3,10.6,59.1,14.6,46.1,53.9,,,,,,90,6.7,2.2
24Q264,2011,420,7.9,9.8,17.9,9.8,56.4,15.2,49.3,50.7,,,,,,,,
24Q267,2005,113,16.8,13.3,19.5,15.9,45.1,15.9,46,54,,,,,,,,
24Q267,2006,228,13.6,11,14.5,14.5,50,18.9,46.9,53.1,,,,,,,,
24Q267,2007,330,12.7,13.9,12.7,13,53.3,19.1,42.7,57.3,,,,,,,,
24Q267,2008,368,7.9,14.4,12,11.7,55.4,19.8,41.6,58.4,,,,,,,,
24Q267,2009,360,10.6,14.2,11.4,10.3,58.1,18.6,41.1,58.9,,,,,,77.9,19.5,1.8
24Q267,2010,358,11.7,16.2,11.7,8.9,60.3,19,41.9,58.1,,,,,,81.2,15.8,3
24Q267,2011,388,10.3,16.2,13.9,12.9,57.2,16,43.8,56.2,,,,,,,,
24Q290,2010,62,32.3,9.7,22.6,1.6,69.4,6.5,51.6,48.4,,,,,,,,
24Q290,2011,128,20.3,13.3,25,2.3,48.4,21.9,41.4,58.6,,,,,,,,
24Q293,2008,121,13.2,12.4,7.4,10.7,75.2,6.6,52.9,47.1,,,,,,,,
24Q293,2009,221,12.2,13.1,5.4,8.6,76.5,4.1,51.6,48.4,,,,,,,,
24Q293,2010,327,13.8,16.8,7.6,8.3,77.4,4,46.5,53.5,,,,,,,,
24Q293,2011,449,9.1,18.5,7.8,9.1,79.3,3.3,44.5,55.5,,,,,,,,
24Q296,2008,172,93.6,0,0.6,0,99.4,0,50.6,49.4,,,,,,,,
24Q296,2009,259,93.1,0,0.4,0,99.6,0,56,44,,,,,,,,
24Q296,2010,347,89.6,1.2,0,0,100,0,52.7,47.3,,,,,,,,
24Q296,2011,366,91.3,0.8,0,0,100,0,47.8,52.2,,,,,,,,
24Q299,2008,257,0,0,24.1,19.5,22.6,21,35.8,64.2,,,,,,,,
24Q299,2009,456,0.7,0,25,19.7,24.8,23.9,35.5,64.5,,,,,,,,
24Q299,2010,528,0.8,0,29,18.2,23.9,28,37.5,62.5,,,,,,96,2,0
24Q299,2011,631,0.3,0,32,16.2,21.2,30.3,39.3,60.7,,,,,,,,
24Q305,2008,144,23.6,9.7,11.1,4.2,72.9,9,49.3,50.7,,,,,,,,
24Q305,2009,251,23.9,13.9,10.4,3.2,74.1,8.8,51.8,48.2,,,,,,,,
24Q305,2010,345,25.2,16.5,9.3,2.6,76.5,10.4,54.5,45.5,,,,,,,,
24Q305,2011,392,22.2,17.9,7.4,2.6,79.6,10.2,56.6,43.4,0,48.1,40.7,11.1,51.9,,,
24Q307,2008,209,34.9,8.1,3.3,3.8,85.2,1,56.5,43.5,,,,,,,,
24Q307,2009,490,44.5,11.6,4.3,2.2,89.8,0.6,50.8,49.2,,,,,,,,
24Q307,2010,589,34.1,12.2,4.6,3.4,88.5,0.8,52,48,,,,,,,,
24Q307,2011,753,32.5,12.9,5.4,2.5,91.5,0.4,49.9,50.1,0,38.7,54.8,6.5,61.3,,,
24Q330,2010,209,52.2,12,2.9,1,93.3,2.9,46.9,53.1,,,,,,,,
25Q020,2006,1362,29.9,6.1,59.9,5.9,30,3.7,48.9,51.1,2.4,8.7,50.6,38.2,88.9,,,
24Q330,2011,220,42.3,16.8,3.6,0.9,92.3,2.3,46.8,53.2,,,,,,,,
24Q455,2005,4138,26.5,9,23.8,8.4,61.3,4.8,55.2,44.8,,,,,,44.5,33.6,19.3
24Q455,2006,3805,24.3,8.5,23.3,8,63.2,4.3,55.3,44.7,,,,,,43.2,36,18.7
24Q455,2007,3400,31,8.7,22.8,8.2,63.9,4.7,56.4,43.6,,,,,,42.7,34.6,21.1
24Q455,2008,3196,29.8,8.2,22,8,64.9,5,58,42,,,,,,46,31.5,20.6
24Q455,2009,3060,30.2,8,21.9,9,63.4,4.9,58.3,41.7,,,,,,50.1,26.7,19.3
24Q455,2010,2908,30.2,9.2,23.9,9.1,61.4,5.3,58,42,,,,,,58.6,21.6,16.2
24Q455,2011,2572,30,10.3,24.6,9.3,60.3,5.3,57.5,42.5,,,,,,,,
24Q485,2005,3058,17.9,9.6,6.8,4.2,61.8,25.2,53.3,46.7,,,,,,49.9,26.3,19.9
24Q485,2006,3051,17.4,9.3,6.3,3.9,63.8,23.9,52,48,,,,,,47,24.3,26.4
24Q485,2007,2946,21.2,9.3,6.2,3.8,64.8,22.8,53.1,46.9,,,,,,50.9,22.1,23.4
24Q485,2008,2771,21.8,10.6,6.8,4.2,64.9,23.1,53.7,46.3,,,,,,54.7,23.8,19.4
24Q485,2009,2664,22.6,10.2,6.8,4.2,64.4,23.9,54,46,,,,,,50.8,25.2,19.8
24Q485,2010,2416,21.5,12,7.4,4.8,63.6,23.9,54,46,,,,,,61.7,17.1,17.1
24Q485,2011,2069,21.6,12.7,9.1,4.4,63.5,22.7,55,45,,,,,,,,
24Q520,2005,488,2.5,6.8,8.4,10.2,63.1,18,46.3,53.7,,,,,,44.9,41.6,13.5
24Q520,2006,481,1.7,7.9,8.5,10.2,64,16.6,50.7,49.3,,,,,,44.3,45.8,9.2
24Q520,2007,465,2.4,9.7,9,11.2,65.4,13.3,51.8,48.2,,,,,,46.3,45.4,4.6
24Q520,2008,449,1.1,10.5,10.2,11.1,63.9,14.3,48.6,51.4,,,,,,51.5,45.6,2.9
24Q520,2009,457,1.3,11.2,9.2,13.8,64.3,12.3,47.9,52.1,,,,,,70.5,13.6,11.4
24Q520,2010,473,0.8,11.4,9.1,11.8,67.7,11.4,49.7,50.3,,,,,,70.2,19.1,10.6
24Q520,2011,497,0.2,13.1,7.8,9.5,71.4,11.3,52.9,47.1,,,,,,,,
24Q530,2005,480,57.5,0.6,32.3,3.1,48.8,15,44.4,55.6,,,,,,53.6,41.1,5.4
24Q530,2006,475,48,0,33.3,2.3,49.9,13.3,46.5,53.5,,,,,,43.1,54.1,1.8
24Q530,2007,472,70.8,0,35.2,2.8,47.9,14.2,47.5,52.5,,,,,,68.9,24.4,6.7
24Q530,2008,488,71.1,0,38.9,2,46.3,12.7,48,52,,,,,,52.6,39.7,7.8
24Q530,2009,478,77.4,0,37.9,1.3,49,11.9,47.3,52.7,,,,,,71.6,21.1,7.4
24Q530,2010,475,76.8,0,38.5,2.5,48.4,10.5,48.6,51.4,,,,,,63.7,28.2,8.1
24Q530,2011,493,76.5,0,43,2,44,10.3,46,54,,,,,,,,
24Q550,2005,796,15.8,8.4,5.7,6.9,81,4.3,45.7,54.3,,,,,,53.4,37,9.5
24Q550,2006,757,13.7,10.4,5.4,6.9,82.4,1.7,46.6,53.4,,,,,,50.8,39.3,8.2
24Q550,2007,769,17.7,10.4,6.5,6.9,81.8,1.4,42.8,57.2,,,,,,63.1,26.2,10
24Q550,2008,769,13.8,11.1,6.9,6.4,84.7,1.8,44,56,,,,,,56.4,27.9,15.1
24Q550,2009,764,14.1,12.3,7.5,6.9,82.5,2.5,43.5,56.5,,,,,,61.6,27.3,9.3
24Q550,2010,784,11.5,12.1,9.3,8.3,79.1,2.9,43.1,56.9,,,,,,70.6,17.6,9.1
24Q550,2011,828,13.3,12.2,9.1,8.3,79.2,3,43.1,56.9,,,,,,,,
24Q560,2005,503,2.6,7.8,11.3,17.3,51.3,17.3,44.1,55.9,,,,,,68.4,23.7,7.9
24Q560,2006,495,3.4,10.5,14.3,14.5,53.7,14.1,44.2,55.8,4.7,38.8,44.7,11.8,56.5,63.1,16.7,20.2
24Q560,2007,531,3.6,13,16.2,10.4,57.1,13.6,44.6,55.4,3.3,16.3,64.1,16.3,80.4,61.8,24.7,9
